DATA_BASE;DIST;ITEM;Próprio_Distribuidor;Diferente_Próprio_Distribuidor;Total
31/12/2024;5216;REDE AT                           ;589.220085;132.588771;721.808856
31/12/2020;6585;REDE AT                           ;1162.394417;32.225675;1194.620092
31/12/2021;6585;REDE AT                           ;1165.649242;32.355944;1198.005186
31/12/2022;6585;REDE AT                           ;1183.484853;32.376009;1215.860862
31/12/2023;6585;REDE AT                           ;1190.655067;32.376009;1223.031076
31/12/2024;6585;REDE AT                           ;1251.963557;32.376009;1284.339566
31/12/2020;6587;REDE AT                           ;1352.376903;64.83694;1417.213843
31/12/2021;6587;REDE AT                           ;1343.870984;77.087249;1420.958233
31/12/2022;6587;REDE AT                           ;1365.103865;76.210461;1441.314326
31/12/2023;6587;REDE AT                           ;1365.608548;76.210461;1441.819009
31/12/2024;6587;REDE AT                           ;1412.060013;76.210461;1488.270474
31/12/2020;6600;REDE AT                           ;2320.563558;61.646135;2382.209693
31/12/2021;6600;REDE AT                           ;2372.770462;61.646135;2434.416597
31/12/2022;6600;REDE AT                           ;2377.049193;60.976552;2438.025745
31/12/2023;6600;REDE AT                           ;2458.59788;61.087315;2519.685195
31/12/2024;6600;REDE AT                           ;2470.154419;60.987115;2531.141534
31/12/2020;6611;REDE AT                           ;45.158009;0.065244;45.223253
31/12/2021;6611;REDE AT                           ;45.207654;0.065244;45.272898
31/12/2022;6611;REDE AT                           ;45.259838;0.065244;45.325082
31/12/2020;6612;REDE AT                           ;17.800433;;17.800433
31/12/2021;6612;REDE AT                           ;17.800433;;17.800433
31/12/2020;26;REDE AT AEREA                     ;441.945969;;441.945969
31/12/2021;26;REDE AT AEREA                     ;643.578888;;643.578888
31/12/2022;26;REDE AT AEREA                     ;643.630065;;643.630065
31/12/2023;26;REDE AT AEREA                     ;790.313764;;790.313764
31/12/2024;26;REDE AT AEREA                     ;821.314689;;821.314689
31/12/2020;32;REDE AT AEREA                     ;2825.762694;;2825.762694
31/12/2021;32;REDE AT AEREA                     ;2829.623787;;2829.623787
31/12/2022;32;REDE AT AEREA                     ;2938.395993;;2938.395993
31/12/2023;32;REDE AT AEREA                     ;2924.659518;;2924.659518
31/12/2024;32;REDE AT AEREA                     ;2997.420368;;2997.420368
31/12/2020;369;REDE AT AEREA                     ;971.671285;;971.671285
31/12/2021;369;REDE AT AEREA                     ;1640.25625;5.139359;1645.395609
31/12/2022;369;REDE AT AEREA                     ;1855.66193;55.989809;1911.651739
31/12/2023;369;REDE AT AEREA                     ;1943.337226;129.564985;2072.902211
31/12/2024;369;REDE AT AEREA                     ;1943.401281;129.565165;2072.966446
31/12/2020;404;REDE AT AEREA                     ;4060.03786;0.643038;4060.680898
31/12/2021;404;REDE AT AEREA                     ;4044.97478;0.3386;4045.31338
31/12/2022;404;REDE AT AEREA                     ;4178.311731;1.433108;4179.744839
31/12/2023;404;REDE AT AEREA                     ;4216.726683;47.477175;4264.203858
31/12/2024;404;REDE AT AEREA                     ;4173.339422;256.624528;4429.96395
31/12/2020;405;REDE AT AEREA                     ;6669.967423;273.213854;6943.181277
31/12/2021;405;REDE AT AEREA                     ;6743.601338;285.481572;7029.08291
31/12/2022;405;REDE AT AEREA                     ;6950.094807;285.701391;7235.796198
31/12/2023;405;REDE AT AEREA                     ;6954.934603;316.025964;7270.960567
31/12/2024;405;REDE AT AEREA                     ;6989.787545;283.651045;7273.43859
31/12/2020;5216;REDE AT AEREA                     ;587.953347;132.482699;720.436046
31/12/2021;5216;REDE AT AEREA                     ;587.860915;132.482699;720.343614
31/12/2022;5216;REDE AT AEREA                     ;587.897408;132.521278;720.418686
31/12/2023;5216;REDE AT AEREA                     ;587.690743;133.71278;721.403523
31/12/2024;5216;REDE AT AEREA                     ;589.220085;132.588771;721.808856
31/12/2020;6585;REDE AT AEREA                     ;1162.394417;32.225675;1194.620092
31/12/2021;6585;REDE AT AEREA                     ;1165.649242;32.355944;1198.005186
31/12/2022;6585;REDE AT AEREA                     ;1183.484853;32.376009;1215.860862
31/12/2023;6585;REDE AT AEREA                     ;1190.655067;32.376009;1223.031076
31/12/2024;6585;REDE AT AEREA                     ;1251.963557;32.376009;1284.339566
31/12/2020;6587;REDE AT AEREA                     ;1352.284691;64.83694;1417.121631
31/12/2021;6587;REDE AT AEREA                     ;1343.870984;77.087249;1420.958233
31/12/2022;6587;REDE AT AEREA                     ;1365.103865;76.210461;1441.314326
31/12/2023;6587;REDE AT AEREA                     ;1365.608548;76.210461;1441.819009
31/12/2024;6587;REDE AT AEREA                     ;1412.060013;76.210461;1488.270474
31/12/2020;6600;REDE AT AEREA                     ;2320.563558;61.646135;2382.209693
31/12/2021;6600;REDE AT AEREA                     ;2372.770462;61.646135;2434.416597
31/12/2022;6600;REDE AT AEREA                     ;2377.049193;60.976552;2438.025745
31/12/2023;6600;REDE AT AEREA                     ;2458.59788;61.087315;2519.685195
31/12/2024;6600;REDE AT AEREA                     ;2470.154419;60.987115;2531.141534
31/12/2020;6611;REDE AT AEREA                     ;45.158009;0.065244;45.223253
31/12/2021;6611;REDE AT AEREA                     ;45.207654;0.065244;45.272898
31/12/2022;6611;REDE AT AEREA                     ;45.259838;0.065244;45.325082
31/12/2020;6612;REDE AT AEREA                     ;17.800433;;17.800433
31/12/2021;6612;REDE AT AEREA                     ;17.800433;;17.800433
31/12/2020;6587;REDE AT SUATERRANEA               ;0.092212;;0.092212
31/12/2020;26;TRANSFORMADOR DE Distribuição     ;38137.0;442.0;38579.0
31/12/2021;26;TRANSFORMADOR DE Distribuição     ;;;39454.0
31/12/2022;26;TRANSFORMADOR DE Distribuição     ;;;40716.0
31/12/2023;26;TRANSFORMADOR DE Distribuição     ;;;42737.0
31/12/2024;26;TRANSFORMADOR DE Distribuição     ;;;46374.0
31/12/2020;32;TRANSFORMADOR DE Distribuição     ;82842.0;2701.0;85615.0
31/12/2021;32;TRANSFORMADOR DE Distribuição     ;;;86586.0
31/12/2022;32;TRANSFORMADOR DE Distribuição     ;;;88352.0
31/12/2023;32;TRANSFORMADOR DE Distribuição     ;;;89697.0
31/12/2024;32;TRANSFORMADOR DE Distribuição     ;;;91976.0
31/12/2020;369;TRANSFORMADOR DE Distribuição     ;127370.0;98.0;127468.0
31/12/2021;369;TRANSFORMADOR DE Distribuição     ;;;130135.0
31/12/2022;369;TRANSFORMADOR DE Distribuição     ;;;135129.0
31/12/2023;369;TRANSFORMADOR DE Distribuição     ;;;142078.0
31/12/2024;369;TRANSFORMADOR DE Distribuição     ;;;146448.0
31/12/2020;404;TRANSFORMADOR DE Distribuição     ;86806.0;7202.0;94021.0
31/12/2021;404;TRANSFORMADOR DE Distribuição     ;;;95892.0
31/12/2022;404;TRANSFORMADOR DE Distribuição     ;;;98503.0
31/12/2023;404;TRANSFORMADOR DE Distribuição     ;;;100883.0
31/12/2024;404;TRANSFORMADOR DE Distribuição     ;;;103854.0
31/12/2020;405;TRANSFORMADOR DE Distribuição     ;204561.0;27556.0;232128.0
31/12/2021;405;TRANSFORMADOR DE Distribuição     ;;;240326.0
31/12/2022;405;TRANSFORMADOR DE Distribuição     ;;;248116.0
31/12/2023;405;TRANSFORMADOR DE Distribuição     ;;;252648.0
31/12/2024;405;TRANSFORMADOR DE Distribuição     ;;;262719.0
31/12/2020;5216;TRANSFORMADOR DE Distribuição     ;49228.0;4480.0;53780.0
31/12/2021;5216;TRANSFORMADOR DE Distribuição     ;;;54886.0
31/12/2022;5216;TRANSFORMADOR DE Distribuição     ;;;55682.0
31/12/2023;5216;TRANSFORMADOR DE Distribuição     ;;;57274.0
31/12/2024;5216;TRANSFORMADOR DE Distribuição     ;;;58378.0
31/12/2020;6585;TRANSFORMADOR DE Distribuição     ;65106.0;1117.0;66223.0
31/12/2021;6585;TRANSFORMADOR DE Distribuição     ;;;67089.0
31/12/2022;6585;TRANSFORMADOR DE Distribuição     ;;;72230.0
31/12/2023;6585;TRANSFORMADOR DE Distribuição     ;;;73422.0
31/12/2024;6585;TRANSFORMADOR DE Distribuição     ;;;74417.0
31/12/2020;6587;TRANSFORMADOR DE Distribuição     ;47375.0;3431.0;50806.0
31/12/2021;6587;TRANSFORMADOR DE Distribuição     ;;;51863.0
31/12/2022;6587;TRANSFORMADOR DE Distribuição     ;;;53122.0
31/12/2023;6587;TRANSFORMADOR DE Distribuição     ;;;54570.0
31/12/2024;6587;TRANSFORMADOR DE Distribuição     ;;;55733.0
31/12/2020;6600;TRANSFORMADOR DE Distribuição     ;61743.0;11668.0;73411.0
31/12/2021;6600;TRANSFORMADOR DE Distribuição     ;;;74826.0
31/12/2022;6600;TRANSFORMADOR DE Distribuição     ;;;76383.0
31/12/2023;6600;TRANSFORMADOR DE Distribuição     ;;;84431.0
31/12/2024;6600;TRANSFORMADOR DE Distribuição     ;;;86497.0
31/12/2020;6611;TRANSFORMADOR DE Distribuição     ;4564.0;1336.0;5900.0
31/12/2021;6611;TRANSFORMADOR DE Distribuição     ;;;6053.0
31/12/2022;6611;TRANSFORMADOR DE Distribuição     ;;;6229.0
31/12/2020;6612;TRANSFORMADOR DE Distribuição     ;3685.0;247.0;3932.0
31/12/2021;6612;TRANSFORMADOR DE Distribuição     ;;;3978.0
31/12/2020;26;TRANSFORDORES MENOR IGUAL A 25 kV ;37997.0;436.0;38433.0
31/12/2021;26;TRANSFORDORES MENOR IGUAL A 25 kV ;;;39306.0
31/12/2022;26;TRANSFORDORES MENOR IGUAL A 25 kV ;;;32846.0
31/12/2023;26;TRANSFORDORES MENOR IGUAL A 25 kV ;;;34539.0
31/12/2024;26;TRANSFORDORES MENOR IGUAL A 25 kV ;;;37691.0
31/12/2020;32;TRANSFORDORES MENOR IGUAL A 25 kV ;21644.0;1877.0;23561.0
31/12/2021;32;TRANSFORDORES MENOR IGUAL A 25 kV ;;;23816.0
31/12/2022;32;TRANSFORDORES MENOR IGUAL A 25 kV ;;;24386.0
31/12/2023;32;TRANSFORDORES MENOR IGUAL A 25 kV ;;;24851.0
31/12/2024;32;TRANSFORDORES MENOR IGUAL A 25 kV ;;;25731.0
31/12/2020;369;TRANSFORDORES MENOR IGUAL A 25 kV ;127164.0;98.0;127262.0
31/12/2021;369;TRANSFORDORES MENOR IGUAL A 25 kV ;;;129899.0
31/12/2022;369;TRANSFORDORES MENOR IGUAL A 25 kV ;;;129313.0
31/12/2023;369;TRANSFORDORES MENOR IGUAL A 25 kV ;;;135794.0
31/12/2024;369;TRANSFORDORES MENOR IGUAL A 25 kV ;;;140686.0
31/12/2020;404;TRANSFORDORES MENOR IGUAL A 25 kV ;57677.0;5803.0;63491.0
31/12/2021;404;TRANSFORDORES MENOR IGUAL A 25 kV ;;;64848.0
31/12/2022;404;TRANSFORDORES MENOR IGUAL A 25 kV ;;;66591.0
31/12/2023;404;TRANSFORDORES MENOR IGUAL A 25 kV ;;;68247.0
31/12/2024;404;TRANSFORDORES MENOR IGUAL A 25 kV ;;;70282.0
31/12/2020;405;TRANSFORDORES MENOR IGUAL A 25 kV ;199068.0;22141.0;221218.0
31/12/2021;405;TRANSFORDORES MENOR IGUAL A 25 kV ;;;228742.0
31/12/2022;405;TRANSFORDORES MENOR IGUAL A 25 kV ;;;235620.0
31/12/2023;405;TRANSFORDORES MENOR IGUAL A 25 kV ;;;127268.0
31/12/2024;405;TRANSFORDORES MENOR IGUAL A 25 kV ;;;133320.0
31/12/2020;5216;TRANSFORDORES MENOR IGUAL A 25 kV ;49086.0;4432.0;53585.0
31/12/2021;5216;TRANSFORDORES MENOR IGUAL A 25 kV ;;;54667.0
31/12/2022;5216;TRANSFORDORES MENOR IGUAL A 25 kV ;;;54161.0
31/12/2023;5216;TRANSFORDORES MENOR IGUAL A 25 kV ;;;55731.0
31/12/2024;5216;TRANSFORDORES MENOR IGUAL A 25 kV ;;;56822.0
31/12/2020;6585;TRANSFORDORES MENOR IGUAL A 25 kV ;65106.0;1112.0;66218.0
31/12/2021;6585;TRANSFORDORES MENOR IGUAL A 25 kV ;;;67081.0
31/12/2022;6585;TRANSFORDORES MENOR IGUAL A 25 kV ;;;72222.0
31/12/2023;6585;TRANSFORDORES MENOR IGUAL A 25 kV ;;;73414.0
31/12/2024;6585;TRANSFORDORES MENOR IGUAL A 25 kV ;;;74392.0
31/12/2020;6587;TRANSFORDORES MENOR IGUAL A 25 kV ;47375.0;3410.0;50785.0
31/12/2021;6587;TRANSFORDORES MENOR IGUAL A 25 kV ;;;51842.0
31/12/2022;6587;TRANSFORDORES MENOR IGUAL A 25 kV ;;;53101.0
31/12/2023;6587;TRANSFORDORES MENOR IGUAL A 25 kV ;;;54570.0
31/12/2024;6587;TRANSFORDORES MENOR IGUAL A 25 kV ;;;55733.0
31/12/2020;6600;TRANSFORDORES MENOR IGUAL A 25 kV ;61743.0;11640.0;73383.0
31/12/2021;6600;TRANSFORDORES MENOR IGUAL A 25 kV ;;;74798.0
31/12/2022;6600;TRANSFORDORES MENOR IGUAL A 25 kV ;;;76252.0
31/12/2023;6600;TRANSFORDORES MENOR IGUAL A 25 kV ;;;84400.0
31/12/2024;6600;TRANSFORDORES MENOR IGUAL A 25 kV ;;;86497.0
31/12/2020;6611;TRANSFORDORES MENOR IGUAL A 25 kV ;4564.0;1335.0;5899.0
31/12/2021;6611;TRANSFORDORES MENOR IGUAL A 25 kV ;;;6052.0
31/12/2022;6611;TRANSFORDORES MENOR IGUAL A 25 kV ;;;6228.0
31/12/2020;6612;TRANSFORDORES MENOR IGUAL A 25 kV ;3685.0;247.0;3932.0
31/12/2021;6612;TRANSFORDORES MENOR IGUAL A 25 kV ;;;3977.0
31/12/2020;26;TRANSFORDORES ENTRE 25 kV E 44 kV ;140.0;6.0;146.0
31/12/2021;26;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;148.0
31/12/2022;26;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;7870.0
31/12/2023;26;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;8198.0
31/12/2024;26;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;8683.0
31/12/2020;32;TRANSFORDORES ENTRE 25 kV E 44 kV ;61198.0;824.0;62054.0
31/12/2021;32;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;62768.0
31/12/2022;32;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;63965.0
31/12/2023;32;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;64846.0
31/12/2024;32;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;66245.0
31/12/2020;369;TRANSFORDORES ENTRE 25 kV E 44 kV ;206.0;;206.0
31/12/2021;369;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;236.0
31/12/2022;369;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;5816.0
31/12/2023;369;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;6284.0
31/12/2024;369;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;5762.0
31/12/2020;404;TRANSFORDORES ENTRE 25 kV E 44 kV ;29129.0;1354.0;30485.0
31/12/2021;404;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;31041.0
31/12/2022;404;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;31912.0
31/12/2023;404;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;32636.0
31/12/2024;404;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;33566.0
31/12/2020;405;TRANSFORDORES ENTRE 25 kV E 44 kV ;5493.0;5415.0;10910.0
31/12/2021;405;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;11584.0
31/12/2022;405;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;12496.0
31/12/2023;405;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;125380.0
31/12/2024;405;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;129399.0
31/12/2020;5216;TRANSFORDORES ENTRE 25 kV E 44 kV ;142.0;48.0;195.0
31/12/2021;5216;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;219.0
31/12/2022;5216;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;1521.0
31/12/2023;5216;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;1543.0
31/12/2024;5216;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;1556.0
31/12/2020;6585;TRANSFORDORES ENTRE 25 kV E 44 kV ;;1.0;1.0
31/12/2021;6585;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;1.0
31/12/2022;6585;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;1.0
31/12/2023;6585;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;1.0
31/12/2024;6585;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;1.0
31/12/2022;6600;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;1.0
31/12/2022;6611;TRANSFORDORES ENTRE 25 kV E 44 kV ;;;1.0
31/12/2020;404;TRANSFORDORES ENTRE 44 kV E 69 kV ;;7.0;7.0
31/12/2024;404;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;5.0
31/12/2020;6585;TRANSFORDORES ENTRE 44 kV E 69 kV ;;4.0;4.0
31/12/2021;6585;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;7.0
31/12/2022;6585;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;7.0
31/12/2023;6585;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;7.0
31/12/2024;6585;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;12.0
31/12/2020;6587;TRANSFORDORES ENTRE 44 kV E 69 kV ;;21.0;21.0
31/12/2021;6587;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;21.0
31/12/2022;6587;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;21.0
31/12/2020;6600;TRANSFORDORES ENTRE 44 kV E 69 kV ;;28.0;28.0
31/12/2021;6600;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;28.0
31/12/2022;6600;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;27.0
31/12/2023;6600;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;31.0
31/12/2020;6611;TRANSFORDORES ENTRE 44 kV E 69 kV ;;1.0;1.0
31/12/2021;6611;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;1.0
31/12/2021;6612;TRANSFORDORES ENTRE 44 kV E 69 kV ;;;1.0
31/12/2020;26;TRANSFORMADOR DE SUBESTAÇÃO AT    ;17.0;;17.0
31/12/2021;26;TRANSFORMADOR DE SUBESTAÇÃO AT    ;20.0;;20.0
31/12/2022;26;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;20.0
31/12/2023;26;TRANSFORMADOR DE SUBESTAÇÃO AT    ;32.0;;32.0
31/12/2024;26;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;33.0
31/12/2020;32;TRANSFORMADOR DE SUBESTAÇÃO AT    ;60.0;1.0;61.0
31/12/2021;32;TRANSFORMADOR DE SUBESTAÇÃO AT    ;101.0;1.0;102.0
31/12/2022;32;TRANSFORMADOR DE SUBESTAÇÃO AT    ;81.0;3.0;84.0
31/12/2023;32;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;86.0
31/12/2024;32;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;89.0
31/12/2020;369;TRANSFORMADOR DE SUBESTAÇÃO AT    ;62.0;;62.0
31/12/2021;369;TRANSFORMADOR DE SUBESTAÇÃO AT    ;104.0;2.0;106.0
31/12/2022;369;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;103.0
31/12/2023;369;TRANSFORMADOR DE SUBESTAÇÃO AT    ;113.0;;113.0
31/12/2024;369;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;115.0
31/12/2020;404;TRANSFORMADOR DE SUBESTAÇÃO AT    ;89.0;6.0;95.0
31/12/2021;404;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;105.0
31/12/2022;404;TRANSFORMADOR DE SUBESTAÇÃO AT    ;107.0;10.0;117.0
31/12/2023;404;TRANSFORMADOR DE SUBESTAÇÃO AT    ;111.0;;111.0
31/12/2024;404;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;113.0
31/12/2020;405;TRANSFORMADOR DE SUBESTAÇÃO AT    ;130.0;6.0;136.0
31/12/2021;405;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;168.0
31/12/2022;405;TRANSFORMADOR DE SUBESTAÇÃO AT    ;162.0;14.0;176.0
31/12/2023;405;TRANSFORMADOR DE SUBESTAÇÃO AT    ;162.0;;162.0
31/12/2024;405;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;169.0
31/12/2020;5216;TRANSFORMADOR DE SUBESTAÇÃO AT    ;77.0;;77.0
31/12/2021;5216;TRANSFORMADOR DE SUBESTAÇÃO AT    ;101.0;;101.0
31/12/2022;5216;TRANSFORMADOR DE SUBESTAÇÃO AT    ;110.0;1.0;111.0
31/12/2023;5216;TRANSFORMADOR DE SUBESTAÇÃO AT    ;112.0;;112.0
31/12/2024;5216;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;103.0
31/12/2020;6585;TRANSFORMADOR DE SUBESTAÇÃO AT    ;52.0;21.0;73.0
31/12/2021;6585;TRANSFORMADOR DE SUBESTAÇÃO AT    ;62.0;21.0;83.0
31/12/2022;6585;TRANSFORMADOR DE SUBESTAÇÃO AT    ;69.0;22.0;91.0
31/12/2023;6585;TRANSFORMADOR DE SUBESTAÇÃO AT    ;69.0;;69.0
31/12/2024;6585;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;70.0
31/12/2020;6587;TRANSFORMADOR DE SUBESTAÇÃO AT    ;45.0;;45.0
31/12/2021;6587;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;59.0
31/12/2022;6587;TRANSFORMADOR DE SUBESTAÇÃO AT    ;54.0;;54.0
31/12/2023;6587;TRANSFORMADOR DE SUBESTAÇÃO AT    ;56.0;;56.0
31/12/2024;6587;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;56.0
31/12/2020;6600;TRANSFORMADOR DE SUBESTAÇÃO AT    ;90.0;;90.0
31/12/2021;6600;TRANSFORMADOR DE SUBESTAÇÃO AT    ;116.0;;116.0
31/12/2022;6600;TRANSFORMADOR DE SUBESTAÇÃO AT    ;116.0;;116.0
31/12/2023;6600;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;127.0
31/12/2024;6600;TRANSFORMADOR DE SUBESTAÇÃO AT    ;;;131.0
31/12/2020;6611;TRANSFORMADOR DE SUBESTAÇÃO AT    ;14.0;;14.0
31/12/2021;6611;TRANSFORMADOR DE SUBESTAÇÃO AT    ;15.0;;15.0
31/12/2022;6611;TRANSFORMADOR DE SUBESTAÇÃO AT    ;15.0;;15.0
31/12/2020;6612;TRANSFORMADOR DE SUBESTAÇÃO AT    ;6.0;;6.0
31/12/2021;6612;TRANSFORMADOR DE SUBESTAÇÃO AT    ;6.0;;6.0
31/12/2020;26;TRANSFORDORES ENTRE 69 kV E 138 kV;15.0;;15.0
31/12/2021;26;TRANSFORDORES ENTRE 69 kV E 138 kV;16.0;;16.0
31/12/2022;26;TRANSFORDORES ENTRE 69 kV E 138 kV;;;17.0
31/12/2023;26;TRANSFORDORES ENTRE 69 kV E 138 kV;28.0;;28.0
31/12/2024;26;TRANSFORDORES ENTRE 69 kV E 138 kV;;;29.0
31/12/2020;32;TRANSFORDORES ENTRE 69 kV E 138 kV;13.0;;13.0
31/12/2021;32;TRANSFORDORES ENTRE 69 kV E 138 kV;28.0;;28.0
31/12/2022;32;TRANSFORDORES ENTRE 69 kV E 138 kV;21.0;;21.0
31/12/2023;32;TRANSFORDORES ENTRE 69 kV E 138 kV;;;20.0
31/12/2024;32;TRANSFORDORES ENTRE 69 kV E 138 kV;;;20.0
31/12/2020;369;TRANSFORDORES ENTRE 69 kV E 138 kV;54.0;;54.0
31/12/2021;369;TRANSFORDORES ENTRE 69 kV E 138 kV;82.0;2.0;84.0
31/12/2022;369;TRANSFORDORES ENTRE 69 kV E 138 kV;;;81.0
31/12/2023;369;TRANSFORDORES ENTRE 69 kV E 138 kV;90.0;;90.0
31/12/2024;369;TRANSFORDORES ENTRE 69 kV E 138 kV;;;91.0
31/12/2020;404;TRANSFORDORES ENTRE 69 kV E 138 kV;18.0;;18.0
31/12/2021;404;TRANSFORDORES ENTRE 69 kV E 138 kV;;;21.0
31/12/2022;404;TRANSFORDORES ENTRE 69 kV E 138 kV;24.0;;24.0
31/12/2023;404;TRANSFORDORES ENTRE 69 kV E 138 kV;24.0;;24.0
31/12/2024;404;TRANSFORDORES ENTRE 69 kV E 138 kV;;;26.0
31/12/2020;405;TRANSFORDORES ENTRE 69 kV E 138 kV;14.0;3.0;17.0
31/12/2021;405;TRANSFORDORES ENTRE 69 kV E 138 kV;;;28.0
31/12/2022;405;TRANSFORDORES ENTRE 69 kV E 138 kV;25.0;3.0;28.0
31/12/2023;405;TRANSFORDORES ENTRE 69 kV E 138 kV;21.0;;21.0
31/12/2024;405;TRANSFORDORES ENTRE 69 kV E 138 kV;;;22.0
31/12/2020;5216;TRANSFORDORES ENTRE 69 kV E 138 kV;35.0;;35.0
31/12/2021;5216;TRANSFORDORES ENTRE 69 kV E 138 kV;49.0;;49.0
31/12/2022;5216;TRANSFORDORES ENTRE 69 kV E 138 kV;57.0;;57.0
31/12/2023;5216;TRANSFORDORES ENTRE 69 kV E 138 kV;54.0;;54.0
31/12/2024;5216;TRANSFORDORES ENTRE 69 kV E 138 kV;;;49.0
31/12/2020;6585;TRANSFORDORES ENTRE 69 kV E 138 kV;32.0;7.0;39.0
31/12/2021;6585;TRANSFORDORES ENTRE 69 kV E 138 kV;38.0;11.0;49.0
31/12/2022;6585;TRANSFORDORES ENTRE 69 kV E 138 kV;41.0;11.0;52.0
31/12/2023;6585;TRANSFORDORES ENTRE 69 kV E 138 kV;50.0;;50.0
31/12/2024;6585;TRANSFORDORES ENTRE 69 kV E 138 kV;;;39.0
31/12/2020;6587;TRANSFORDORES ENTRE 69 kV E 138 kV;45.0;;45.0
31/12/2021;6587;TRANSFORDORES ENTRE 69 kV E 138 kV;;;59.0
31/12/2022;6587;TRANSFORDORES ENTRE 69 kV E 138 kV;54.0;;54.0
31/12/2023;6587;TRANSFORDORES ENTRE 69 kV E 138 kV;56.0;;56.0
31/12/2024;6587;TRANSFORDORES ENTRE 69 kV E 138 kV;;;56.0
31/12/2020;6600;TRANSFORDORES ENTRE 69 kV E 138 kV;89.0;;89.0
31/12/2021;6600;TRANSFORDORES ENTRE 69 kV E 138 kV;116.0;;116.0
31/12/2022;6600;TRANSFORDORES ENTRE 69 kV E 138 kV;114.0;;114.0
31/12/2023;6600;TRANSFORDORES ENTRE 69 kV E 138 kV;;;125.0
31/12/2024;6600;TRANSFORDORES ENTRE 69 kV E 138 kV;;;129.0
31/12/2020;6611;TRANSFORDORES ENTRE 69 kV E 138 kV;14.0;;14.0
31/12/2021;6611;TRANSFORDORES ENTRE 69 kV E 138 kV;15.0;;15.0
31/12/2022;6611;TRANSFORDORES ENTRE 69 kV E 138 kV;15.0;;15.0
31/12/2020;6612;TRANSFORDORES ENTRE 69 kV E 138 kV;4.0;;4.0
31/12/2021;6612;TRANSFORDORES ENTRE 69 kV E 138 kV;4.0;;4.0
31/12/2021;26;TRANSFORDORES MAIOR QUE 138 kV    ;4.0;;4.0
31/12/2022;26;TRANSFORDORES MAIOR QUE 138 kV    ;;;1.0
31/12/2023;26;TRANSFORDORES MAIOR QUE 138 kV    ;4.0;;4.0
31/12/2024;26;TRANSFORDORES MAIOR QUE 138 kV    ;;;4.0
31/12/2020;32;TRANSFORDORES MAIOR QUE 138 kV    ;47.0;1.0;48.0
31/12/2021;32;TRANSFORDORES MAIOR QUE 138 kV    ;72.0;1.0;73.0
