DATA_BASE;DIST;ITEM;Próprio_Distribuidor;Diferente_Próprio_Distribuidor;Total
31/12/2022;32;TRANSFORDORES MAIOR QUE 138 kV    ;60.0;3.0;63.0
31/12/2023;32;TRANSFORDORES MAIOR QUE 138 kV    ;;;66.0
31/12/2024;32;TRANSFORDORES MAIOR QUE 138 kV    ;;;69.0
31/12/2021;369;TRANSFORDORES MAIOR QUE 138 kV    ;22.0;;22.0
31/12/2022;369;TRANSFORDORES MAIOR QUE 138 kV    ;;;22.0
31/12/2023;369;TRANSFORDORES MAIOR QUE 138 kV    ;23.0;;23.0
31/12/2024;369;TRANSFORDORES MAIOR QUE 138 kV    ;;;24.0
31/12/2020;404;TRANSFORDORES MAIOR QUE 138 kV    ;70.0;6.0;76.0
31/12/2021;404;TRANSFORDORES MAIOR QUE 138 kV    ;;;84.0
31/12/2022;404;TRANSFORDORES MAIOR QUE 138 kV    ;83.0;10.0;93.0
31/12/2023;404;TRANSFORDORES MAIOR QUE 138 kV    ;87.0;;87.0
31/12/2024;404;TRANSFORDORES MAIOR QUE 138 kV    ;;;87.0
31/12/2020;405;TRANSFORDORES MAIOR QUE 138 kV    ;114.0;3.0;117.0
31/12/2021;405;TRANSFORDORES MAIOR QUE 138 kV    ;;;140.0
31/12/2022;405;TRANSFORDORES MAIOR QUE 138 kV    ;137.0;11.0;148.0
31/12/2023;405;TRANSFORDORES MAIOR QUE 138 kV    ;141.0;;141.0
31/12/2024;405;TRANSFORDORES MAIOR QUE 138 kV    ;;;145.0
31/12/2020;5216;TRANSFORDORES MAIOR QUE 138 kV    ;42.0;;42.0
31/12/2021;5216;TRANSFORDORES MAIOR QUE 138 kV    ;52.0;;52.0
31/12/2022;5216;TRANSFORDORES MAIOR QUE 138 kV    ;53.0;1.0;54.0
31/12/2023;5216;TRANSFORDORES MAIOR QUE 138 kV    ;58.0;;58.0
31/12/2024;5216;TRANSFORDORES MAIOR QUE 138 kV    ;;;54.0
31/12/2021;6585;TRANSFORDORES MAIOR QUE 138 kV    ;24.0;10.0;34.0
31/12/2022;6585;TRANSFORDORES MAIOR QUE 138 kV    ;28.0;11.0;39.0
31/12/2023;6585;TRANSFORDORES MAIOR QUE 138 kV    ;19.0;;19.0
31/12/2024;6585;TRANSFORDORES MAIOR QUE 138 kV    ;;;30.0
31/12/2022;6600;TRANSFORDORES MAIOR QUE 138 kV    ;2.0;;2.0
31/12/2023;6600;TRANSFORDORES MAIOR QUE 138 kV    ;;;2.0
31/12/2024;6600;TRANSFORDORES MAIOR QUE 138 kV    ;;;2.0
31/12/2021;6612;TRANSFORDORES MAIOR QUE 138 kV    ;2.0;;2.0
31/12/2020;26;SUBESTAÇÕES TOTAL                 ;17.0;10.0;27.0
31/12/2021;26;SUBESTAÇÕES TOTAL                 ;18.0;10.0;28.0
31/12/2022;26;SUBESTAÇÕES TOTAL                 ;19.0;9.0;28.0
31/12/2023;26;SUBESTAÇÕES TOTAL                 ;24.0;;24.0
31/12/2024;26;SUBESTAÇÕES TOTAL                 ;24.0;2.0;26.0
31/12/2020;32;SUBESTAÇÕES TOTAL                 ;102.0;6.0;108.0
31/12/2021;32;SUBESTAÇÕES TOTAL                 ;110.0;21.0;131.0
31/12/2022;32;SUBESTAÇÕES TOTAL                 ;112.0;;112.0
31/12/2023;32;SUBESTAÇÕES TOTAL                 ;105.0;10.0;115.0
31/12/2024;32;SUBESTAÇÕES TOTAL                 ;108.0;6.0;114.0
31/12/2020;369;SUBESTAÇÕES TOTAL                 ;65.0;28.0;93.0
31/12/2021;369;SUBESTAÇÕES TOTAL                 ;83.0;27.0;110.0
31/12/2022;369;SUBESTAÇÕES TOTAL                 ;85.0;53.0;138.0
31/12/2023;369;SUBESTAÇÕES TOTAL                 ;85.0;3.0;88.0
31/12/2024;369;SUBESTAÇÕES TOTAL                 ;85.0;6.0;91.0
31/12/2020;404;SUBESTAÇÕES TOTAL                 ;105.0;21.0;126.0
31/12/2021;404;SUBESTAÇÕES TOTAL                 ;105.0;26.0;131.0
31/12/2022;404;SUBESTAÇÕES TOTAL                 ;113.0;;113.0
31/12/2023;404;SUBESTAÇÕES TOTAL                 ;105.0;3.0;108.0
31/12/2024;404;SUBESTAÇÕES TOTAL                 ;106.0;5.0;111.0
31/12/2020;405;SUBESTAÇÕES TOTAL                 ;167.0;73.0;240.0
31/12/2021;405;SUBESTAÇÕES TOTAL                 ;176.0;76.0;252.0
31/12/2022;405;SUBESTAÇÕES TOTAL                 ;175.0;;175.0
31/12/2023;405;SUBESTAÇÕES TOTAL                 ;157.0;38.0;195.0
31/12/2024;405;SUBESTAÇÕES TOTAL                 ;160.0;29.0;189.0
31/12/2020;5216;SUBESTAÇÕES TOTAL                 ;94.0;28.0;122.0
31/12/2021;5216;SUBESTAÇÕES TOTAL                 ;100.0;27.0;127.0
31/12/2022;5216;SUBESTAÇÕES TOTAL                 ;102.0;27.0;129.0
31/12/2023;5216;SUBESTAÇÕES TOTAL                 ;97.0;4.0;101.0
31/12/2024;5216;SUBESTAÇÕES TOTAL                 ;98.0;;98.0
31/12/2020;6585;SUBESTAÇÕES TOTAL                 ;54.0;23.0;77.0
31/12/2021;6585;SUBESTAÇÕES TOTAL                 ;62.0;18.0;80.0
31/12/2022;6585;SUBESTAÇÕES TOTAL                 ;65.0;21.0;86.0
31/12/2023;6585;SUBESTAÇÕES TOTAL                 ;74.0;9.0;83.0
31/12/2024;6585;SUBESTAÇÕES TOTAL                 ;77.0;1.0;78.0
31/12/2020;6587;SUBESTAÇÕES TOTAL                 ;40.0;10.0;50.0
31/12/2021;6587;SUBESTAÇÕES TOTAL                 ;42.0;12.0;54.0
31/12/2022;6587;SUBESTAÇÕES TOTAL                 ;43.0;9.0;52.0
31/12/2023;6587;SUBESTAÇÕES TOTAL                 ;42.0;2.0;44.0
31/12/2024;6587;SUBESTAÇÕES TOTAL                 ;43.0;1.0;44.0
31/12/2020;6600;SUBESTAÇÕES TOTAL                 ;75.0;16.0;91.0
31/12/2021;6600;SUBESTAÇÕES TOTAL                 ;81.0;60.0;141.0
31/12/2022;6600;SUBESTAÇÕES TOTAL                 ;81.0;61.0;142.0
31/12/2023;6600;SUBESTAÇÕES TOTAL                 ;83.0;15.0;98.0
31/12/2024;6600;SUBESTAÇÕES TOTAL                 ;74.0;1.0;75.0
31/12/2020;6611;SUBESTAÇÕES TOTAL                 ;9.0;1.0;10.0
31/12/2021;6611;SUBESTAÇÕES TOTAL                 ;10.0;5.0;15.0
31/12/2022;6611;SUBESTAÇÕES TOTAL                 ;10.0;5.0;15.0
31/12/2020;6612;SUBESTAÇÕES TOTAL                 ;6.0;;6.0
31/12/2021;6612;SUBESTAÇÕES TOTAL                 ;7.0;;7.0
31/12/2020;26;Subestações AT                    ;9.0;1.0;10.0
31/12/2021;26;Subestações AT                    ;10.0;1.0;11.0
31/12/2022;26;Subestações AT                    ;11.0;1.0;12.0
31/12/2023;26;Subestações AT                    ;15.0;;15.0
31/12/2024;26;Subestações AT                    ;15.0;2.0;17.0
31/12/2020;32;Subestações AT                    ;50.0;3.0;53.0
31/12/2021;32;Subestações AT                    ;91.0;20.0;111.0
31/12/2022;32;Subestações AT                    ;93.0;;93.0
31/12/2023;32;Subestações AT                    ;86.0;9.0;95.0
31/12/2024;32;Subestações AT                    ;89.0;5.0;94.0
31/12/2020;369;Subestações AT                    ;39.0;9.0;48.0
31/12/2021;369;Subestações AT                    ;55.0;10.0;65.0
31/12/2022;369;Subestações AT                    ;57.0;19.0;76.0
31/12/2023;369;Subestações AT                    ;57.0;1.0;58.0
31/12/2024;369;Subestações AT                    ;57.0;2.0;59.0
31/12/2020;404;Subestações AT                    ;92.0;20.0;112.0
31/12/2021;404;Subestações AT                    ;91.0;25.0;116.0
31/12/2022;404;Subestações AT                    ;96.0;;96.0
31/12/2023;404;Subestações AT                    ;89.0;3.0;92.0
31/12/2024;404;Subestações AT                    ;90.0;5.0;95.0
31/12/2020;405;Subestações AT                    ;97.0;71.0;168.0
31/12/2021;405;Subestações AT                    ;103.0;74.0;177.0
31/12/2022;405;Subestações AT                    ;103.0;;103.0
31/12/2023;405;Subestações AT                    ;107.0;29.0;136.0
31/12/2024;405;Subestações AT                    ;110.0;21.0;131.0
31/12/2020;5216;Subestações AT                    ;52.0;28.0;80.0
31/12/2021;5216;Subestações AT                    ;57.0;27.0;84.0
31/12/2022;5216;Subestações AT                    ;86.0;23.0;109.0
31/12/2023;5216;Subestações AT                    ;82.0;4.0;86.0
31/12/2024;5216;Subestações AT                    ;83.0;;83.0
31/12/2020;6585;Subestações AT                    ;35.0;18.0;53.0
31/12/2021;6585;Subestações AT                    ;42.0;14.0;56.0
31/12/2022;6585;Subestações AT                    ;43.0;17.0;60.0
31/12/2023;6585;Subestações AT                    ;50.0;7.0;57.0
31/12/2024;6585;Subestações AT                    ;53.0;1.0;54.0
31/12/2020;6587;Subestações AT                    ;40.0;9.0;49.0
31/12/2021;6587;Subestações AT                    ;42.0;10.0;52.0
31/12/2022;6587;Subestações AT                    ;42.0;8.0;50.0
31/12/2023;6587;Subestações AT                    ;42.0;1.0;43.0
31/12/2024;6587;Subestações AT                    ;43.0;;43.0
31/12/2020;6600;Subestações AT                    ;74.0;7.0;81.0
31/12/2021;6600;Subestações AT                    ;80.0;40.0;120.0
31/12/2022;6600;Subestações AT                    ;80.0;41.0;121.0
31/12/2023;6600;Subestações AT                    ;81.0;1.0;82.0
31/12/2024;6600;Subestações AT                    ;72.0;1.0;73.0
31/12/2020;6611;Subestações AT                    ;9.0;;9.0
31/12/2021;6611;Subestações AT                    ;10.0;3.0;13.0
31/12/2022;6611;Subestações AT                    ;10.0;3.0;13.0
31/12/2020;6612;Subestações AT                    ;4.0;;4.0
31/12/2021;6612;Subestações AT                    ;5.0;;5.0
31/12/2020;26;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;9.0;9.0
31/12/2021;26;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;9.0;9.0
31/12/2022;26;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;8.0;8.0
31/12/2023;26;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;;1.0
31/12/2024;26;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;;1.0
31/12/2020;32;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;15.0;;15.0
31/12/2021;32;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;;1.0
31/12/2022;32;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;;1.0
31/12/2023;32;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;;1.0
31/12/2024;32;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;;1.0
31/12/2020;369;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;13.0;19.0;32.0
31/12/2021;369;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;14.0;17.0;31.0
31/12/2022;369;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;14.0;19.0;33.0
31/12/2023;369;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;14.0;2.0;16.0
31/12/2024;369;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;14.0;4.0;18.0
31/12/2020;404;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;2.0;;2.0
31/12/2021;404;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;3.0;;3.0
31/12/2022;404;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;4.0;;4.0
31/12/2023;404;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;3.0;;3.0
31/12/2024;404;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;3.0;;3.0
31/12/2020;405;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;3.0;;3.0
31/12/2021;405;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;3.0;;3.0
31/12/2022;405;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;3.0;;3.0
31/12/2023;405;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;1.0;1.0
31/12/2024;405;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;1.0;1.0
31/12/2020;5216;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;17.0;;17.0
31/12/2021;5216;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;17.0;;17.0
31/12/2022;5216;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;;1.0
31/12/2023;5216;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;;1.0
31/12/2024;5216;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;;1.0
31/12/2020;6585;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;19.0;4.0;23.0
31/12/2021;6585;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;20.0;3.0;23.0
31/12/2022;6585;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;22.0;3.0;25.0
31/12/2023;6585;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;23.0;2.0;25.0
31/12/2024;6585;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;23.0;;23.0
31/12/2020;6587;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;1.0;1.0
31/12/2021;6587;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;2.0;2.0
31/12/2022;6587;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;1.0;2.0
31/12/2023;6587;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;1.0;1.0
31/12/2024;6587;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;1.0;1.0
31/12/2020;6600;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;9.0;10.0
31/12/2021;6600;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;20.0;21.0
31/12/2022;6600;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;1.0;20.0;21.0
31/12/2023;6600;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;2.0;14.0;16.0
31/12/2024;6600;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;2.0;;2.0
31/12/2020;6611;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;1.0;1.0
31/12/2021;6611;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;2.0;2.0
31/12/2022;6611;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;;2.0;2.0
31/12/2020;6612;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;2.0;;2.0
31/12/2021;6612;SUBESTAÇÕES MENOR IGUAL A 25 kV   ;2.0;;2.0
31/12/2020;26;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;8.0;;8.0
31/12/2021;26;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;8.0;;8.0
31/12/2022;26;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;8.0;;8.0
31/12/2023;26;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;8.0;;8.0
31/12/2024;26;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;8.0;;8.0
31/12/2020;32;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;37.0;3.0;40.0
31/12/2021;32;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;18.0;1.0;19.0
31/12/2022;32;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;18.0;;18.0
31/12/2023;32;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;18.0;1.0;19.0
31/12/2024;32;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;18.0;1.0;19.0
31/12/2020;369;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;13.0;;13.0
31/12/2021;369;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;14.0;;14.0
31/12/2022;369;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;14.0;15.0;29.0
31/12/2023;369;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;14.0;;14.0
31/12/2024;369;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;14.0;;14.0
31/12/2020;404;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;11.0;1.0;12.0
31/12/2021;404;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;11.0;1.0;12.0
31/12/2022;404;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;13.0;;13.0
31/12/2023;404;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;13.0;;13.0
31/12/2024;404;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;13.0;;13.0
31/12/2020;405;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;67.0;2.0;69.0
31/12/2021;405;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;70.0;2.0;72.0
31/12/2022;405;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;69.0;;69.0
31/12/2023;405;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;50.0;8.0;58.0
31/12/2024;405;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;50.0;7.0;57.0
31/12/2020;5216;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;25.0;;25.0
31/12/2021;5216;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;26.0;;26.0
31/12/2022;5216;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;15.0;4.0;19.0
31/12/2023;5216;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;14.0;;14.0
31/12/2024;5216;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;14.0;;14.0
31/12/2020;6585;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;;1.0;1.0
31/12/2021;6585;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;;1.0;1.0
31/12/2022;6585;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;;1.0;1.0
31/12/2023;6585;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;1.0;;1.0
31/12/2024;6585;SUBESTAÇÕES ENTRE 25 kV E 44kV    ;1.0;;1.0
31/12/2020;26;SUBESTAÇÕES ENTRE 44kV E 69kV     ;6.0;1.0;7.0
31/12/2021;26;SUBESTAÇÕES ENTRE 44kV E 69kV     ;7.0;1.0;8.0
31/12/2022;26;SUBESTAÇÕES ENTRE 44kV E 69kV     ;8.0;1.0;9.0
31/12/2023;26;SUBESTAÇÕES ENTRE 44kV E 69kV     ;13.0;;13.0
31/12/2024;26;SUBESTAÇÕES ENTRE 44kV E 69kV     ;13.0;1.0;14.0
31/12/2020;32;SUBESTAÇÕES ENTRE 44kV E 69kV     ;9.0;1.0;10.0
31/12/2021;32;SUBESTAÇÕES ENTRE 44kV E 69kV     ;14.0;12.0;26.0
31/12/2022;32;SUBESTAÇÕES ENTRE 44kV E 69kV     ;15.0;;15.0
31/12/2023;32;SUBESTAÇÕES ENTRE 44kV E 69kV     ;8.0;3.0;11.0
31/12/2024;32;SUBESTAÇÕES ENTRE 44kV E 69kV     ;9.0;2.0;11.0
31/12/2020;369;SUBESTAÇÕES ENTRE 44kV E 69kV     ;29.0;7.0;36.0
31/12/2021;369;SUBESTAÇÕES ENTRE 44kV E 69kV     ;39.0;8.0;47.0
31/12/2022;369;SUBESTAÇÕES ENTRE 44kV E 69kV     ;41.0;16.0;57.0
31/12/2023;369;SUBESTAÇÕES ENTRE 44kV E 69kV     ;41.0;;41.0
31/12/2024;369;SUBESTAÇÕES ENTRE 44kV E 69kV     ;41.0;;41.0
31/12/2020;404;SUBESTAÇÕES ENTRE 44kV E 69kV     ;12.0;16.0;28.0
31/12/2021;404;SUBESTAÇÕES ENTRE 44kV E 69kV     ;13.0;15.0;28.0
31/12/2022;404;SUBESTAÇÕES ENTRE 44kV E 69kV     ;14.0;;14.0
31/12/2023;404;SUBESTAÇÕES ENTRE 44kV E 69kV     ;12.0;1.0;13.0
31/12/2024;404;SUBESTAÇÕES ENTRE 44kV E 69kV     ;12.0;1.0;13.0
31/12/2020;405;SUBESTAÇÕES ENTRE 44kV E 69kV     ;10.0;63.0;73.0
31/12/2021;405;SUBESTAÇÕES ENTRE 44kV E 69kV     ;14.0;64.0;78.0
31/12/2022;405;SUBESTAÇÕES ENTRE 44kV E 69kV     ;11.0;;11.0
31/12/2023;405;SUBESTAÇÕES ENTRE 44kV E 69kV     ;7.0;13.0;20.0
31/12/2024;405;SUBESTAÇÕES ENTRE 44kV E 69kV     ;9.0;4.0;13.0
31/12/2020;5216;SUBESTAÇÕES ENTRE 44kV E 69kV     ;7.0;25.0;32.0
31/12/2021;5216;SUBESTAÇÕES ENTRE 44kV E 69kV     ;8.0;24.0;32.0
31/12/2022;5216;SUBESTAÇÕES ENTRE 44kV E 69kV     ;7.0;12.0;19.0
31/12/2023;5216;SUBESTAÇÕES ENTRE 44kV E 69kV     ;6.0;1.0;7.0
31/12/2024;5216;SUBESTAÇÕES ENTRE 44kV E 69kV     ;6.0;;6.0
31/12/2020;6585;SUBESTAÇÕES ENTRE 44kV E 69kV     ;16.0;11.0;27.0
31/12/2021;6585;SUBESTAÇÕES ENTRE 44kV E 69kV     ;19.0;11.0;30.0
31/12/2022;6585;SUBESTAÇÕES ENTRE 44kV E 69kV     ;21.0;13.0;34.0
31/12/2023;6585;SUBESTAÇÕES ENTRE 44kV E 69kV     ;26.0;5.0;31.0
31/12/2024;6585;SUBESTAÇÕES ENTRE 44kV E 69kV     ;28.0;;28.0
31/12/2020;6587;SUBESTAÇÕES ENTRE 44kV E 69kV     ;40.0;9.0;49.0
31/12/2021;6587;SUBESTAÇÕES ENTRE 44kV E 69kV     ;42.0;10.0;52.0
31/12/2022;6587;SUBESTAÇÕES ENTRE 44kV E 69kV     ;42.0;8.0;50.0
31/12/2023;6587;SUBESTAÇÕES ENTRE 44kV E 69kV     ;42.0;1.0;43.0
31/12/2024;6587;SUBESTAÇÕES ENTRE 44kV E 69kV     ;43.0;;43.0
31/12/2020;6600;SUBESTAÇÕES ENTRE 44kV E 69kV     ;74.0;7.0;81.0
31/12/2021;6600;SUBESTAÇÕES ENTRE 44kV E 69kV     ;79.0;40.0;119.0
31/12/2022;6600;SUBESTAÇÕES ENTRE 44kV E 69kV     ;79.0;41.0;120.0
31/12/2023;6600;SUBESTAÇÕES ENTRE 44kV E 69kV     ;81.0;1.0;82.0
31/12/2024;6600;SUBESTAÇÕES ENTRE 44kV E 69kV     ;72.0;1.0;73.0
31/12/2020;6611;SUBESTAÇÕES ENTRE 44kV E 69kV     ;9.0;;9.0
31/12/2021;6611;SUBESTAÇÕES ENTRE 44kV E 69kV     ;10.0;3.0;13.0
31/12/2022;6611;SUBESTAÇÕES ENTRE 44kV E 69kV     ;10.0;3.0;13.0
31/12/2020;6612;SUBESTAÇÕES ENTRE 44kV E 69kV     ;4.0;;4.0
31/12/2021;6612;SUBESTAÇÕES ENTRE 44kV E 69kV     ;5.0;;5.0
31/12/2020;26;SUBESTAÇÕES ENTRE 69kV E 138kV    ;3.0;;3.0
31/12/2021;26;SUBESTAÇÕES ENTRE 69kV E 138kV    ;3.0;;3.0
31/12/2022;26;SUBESTAÇÕES ENTRE 69kV E 138kV    ;3.0;;3.0
31/12/2023;26;SUBESTAÇÕES ENTRE 69kV E 138kV    ;2.0;;2.0
31/12/2024;26;SUBESTAÇÕES ENTRE 69kV E 138kV    ;2.0;1.0;3.0
31/12/2020;32;SUBESTAÇÕES ENTRE 69kV E 138kV    ;22.0;1.0;23.0
31/12/2021;32;SUBESTAÇÕES ENTRE 69kV E 138kV    ;77.0;8.0;85.0
31/12/2022;32;SUBESTAÇÕES ENTRE 69kV E 138kV    ;78.0;;78.0
31/12/2023;32;SUBESTAÇÕES ENTRE 69kV E 138kV    ;78.0;6.0;84.0
31/12/2024;32;SUBESTAÇÕES ENTRE 69kV E 138kV    ;80.0;3.0;83.0
31/12/2020;369;SUBESTAÇÕES ENTRE 69kV E 138kV    ;10.0;2.0;12.0
31/12/2021;369;SUBESTAÇÕES ENTRE 69kV E 138kV    ;16.0;2.0;18.0
31/12/2022;369;SUBESTAÇÕES ENTRE 69kV E 138kV    ;16.0;3.0;19.0
31/12/2023;369;SUBESTAÇÕES ENTRE 69kV E 138kV    ;16.0;1.0;17.0
31/12/2024;369;SUBESTAÇÕES ENTRE 69kV E 138kV    ;16.0;2.0;18.0
31/12/2020;404;SUBESTAÇÕES ENTRE 69kV E 138kV    ;80.0;4.0;84.0
31/12/2021;404;SUBESTAÇÕES ENTRE 69kV E 138kV    ;78.0;10.0;88.0
31/12/2022;404;SUBESTAÇÕES ENTRE 69kV E 138kV    ;82.0;;82.0
31/12/2023;404;SUBESTAÇÕES ENTRE 69kV E 138kV    ;77.0;2.0;79.0
31/12/2024;404;SUBESTAÇÕES ENTRE 69kV E 138kV    ;78.0;4.0;82.0
31/12/2020;405;SUBESTAÇÕES ENTRE 69kV E 138kV    ;87.0;8.0;95.0
31/12/2021;405;SUBESTAÇÕES ENTRE 69kV E 138kV    ;89.0;10.0;99.0
31/12/2022;405;SUBESTAÇÕES ENTRE 69kV E 138kV    ;92.0;;92.0
31/12/2023;405;SUBESTAÇÕES ENTRE 69kV E 138kV    ;100.0;16.0;116.0
31/12/2024;405;SUBESTAÇÕES ENTRE 69kV E 138kV    ;101.0;17.0;118.0
31/12/2020;5216;SUBESTAÇÕES ENTRE 69kV E 138kV    ;45.0;3.0;48.0
31/12/2021;5216;SUBESTAÇÕES ENTRE 69kV E 138kV    ;49.0;3.0;52.0
31/12/2022;5216;SUBESTAÇÕES ENTRE 69kV E 138kV    ;79.0;11.0;90.0
31/12/2023;5216;SUBESTAÇÕES ENTRE 69kV E 138kV    ;76.0;3.0;79.0
31/12/2024;5216;SUBESTAÇÕES ENTRE 69kV E 138kV    ;77.0;;77.0
31/12/2020;6585;SUBESTAÇÕES ENTRE 69kV E 138kV    ;19.0;7.0;26.0
31/12/2021;6585;SUBESTAÇÕES ENTRE 69kV E 138kV    ;23.0;3.0;26.0
31/12/2022;6585;SUBESTAÇÕES ENTRE 69kV E 138kV    ;22.0;4.0;26.0
31/12/2023;6585;SUBESTAÇÕES ENTRE 69kV E 138kV    ;24.0;2.0;26.0
31/12/2024;6585;SUBESTAÇÕES ENTRE 69kV E 138kV    ;25.0;1.0;26.0
31/12/2021;6600;SUBESTAÇÕES ENTRE 69kV E 138kV    ;1.0;;1.0
31/12/2022;6600;SUBESTAÇÕES ENTRE 69kV E 138kV    ;1.0;;1.0
31/12/2020;32;SUBESTAÇÕES MAIOR QUE 138kV       ;19.0;1.0;20.0
31/12/2020;26;POTENCIA MVA TOTAL                ;422.6;;422.6
31/12/2021;26;POTENCIA MVA TOTAL                ;359.6;;359.6
31/12/2022;26;POTENCIA MVA TOTAL                ;359.6;;359.6
31/12/2023;26;POTENCIA MVA TOTAL                ;546.2;;546.2
31/12/2024;26;POTENCIA MVA TOTAL                ;575.3;;575.3
31/12/2020;32;POTENCIA MVA TOTAL                ;1597.065;15.0;1612.065
31/12/2021;32;POTENCIA MVA TOTAL                ;1871.0;15.0;1886.0
31/12/2022;32;POTENCIA MVA TOTAL                ;1672.25;25.0;1697.25
31/12/2023;32;POTENCIA MVA TOTAL                ;1797.4;15.0;1812.4
31/12/2024;32;POTENCIA MVA TOTAL                ;1927.8;;1927.8
31/12/2020;369;POTENCIA MVA TOTAL                ;1495.25;12.0;1507.25
31/12/2021;369;POTENCIA MVA TOTAL                ;1712.35;;1712.35
31/12/2022;369;POTENCIA MVA TOTAL                ;1669.75;6.25;1676.0
31/12/2023;369;POTENCIA MVA TOTAL                ;1811.7;;1811.7
31/12/2024;369;POTENCIA MVA TOTAL                ;1854.2;;1854.2
31/12/2020;404;POTENCIA MVA TOTAL                ;3307.25;193.0;3500.25
31/12/2021;404;POTENCIA MVA TOTAL                ;2432.25;255.0;2687.25
