DATA_BASE;DIST;TUC;A1;SITCONT;SIT_ATIV;PROPRIEDADE;QTD;SOMA_REDE_KM
2020/12/31 00:00:00.000000000;26.0;0.0;0;0  ;  ;0 ;90;0.0
2020/12/31 00:00:00.000000000;26.0;0.0;0;0  ;  ;G ;1;0.0
2020/12/31 00:00:00.000000000;26.0;0.0;0;0  ;  ;O ;7512;0.0
2020/12/31 00:00:00.000000000;26.0;0.0;0;0  ;  ;OD;41;0.0
2020/12/31 00:00:00.000000000;26.0;0.0;0;0  ;  ;PD;746;1.035156
2020/12/31 00:00:00.000000000;26.0;0.0;0;0  ;AT;O ;5292;0.0
2020/12/31 00:00:00.000000000;26.0;0.0;0;0  ;AT;PD;49816;0.0
2020/12/31 00:00:00.000000000;26.0;0.0;0;AT1;  ;0 ;8;0.33797200000000005
2020/12/31 00:00:00.000000000;26.0;0.0;0;AT1;  ;O ;24;0.704236
2020/12/31 00:00:00.000000000;26.0;0.0;0;AT1;  ;PD;13188;1073.698336
2020/12/31 00:00:00.000000000;26.0;0.0;0;COM;AT;O ;314;0.0
2020/12/31 00:00:00.000000000;26.0;0.0;0;COM;AT;PD;145868;0.0
2020/12/31 00:00:00.000000000;26.0;135;1;AT1;  ;PD;20;0.0
2020/12/31 00:00:00.000000000;26.0;135;2;AT1;  ;PD;170;0.0
2020/12/31 00:00:00.000000000;26.0;160;1;AT1;AT;O ;207;0.0
2020/12/31 00:00:00.000000000;26.0;160;1;AT1;AT;PD;15343;0.0
2020/12/31 00:00:00.000000000;26.0;160;2;AT1;AT;PD;252;0.0
2020/12/31 00:00:00.000000000;26.0;160;3;AT1;AT;O ;2;0.0
2020/12/31 00:00:00.000000000;26.0;160;3;AT1;AT;PD;21157;0.0
2020/12/31 00:00:00.000000000;26.0;160;3;SF ;AT;O ;5;0.0
2020/12/31 00:00:00.000000000;26.0;160;3;SF ;AT;PD;14478;0.0
2020/12/31 00:00:00.000000000;26.0;160;4;AT1;AT;PD;272;0.0
2020/12/31 00:00:00.000000000;26.0;160;6;AT1;AT;PD;58;0.0
2020/12/31 00:00:00.000000000;26.0;160;6;SF ;AT;PD;43;0.0
2020/12/31 00:00:00.000000000;26.0;160;10;AT1;AT;PD;3;0.0
2020/12/31 00:00:00.000000000;26.0;160;10;SF ;AT;PD;1;0.0
2020/12/31 00:00:00.000000000;26.0;160;12;AT1;AT;PD;12;0.0
2020/12/31 00:00:00.000000000;26.0;160;12;SF ;AT;PD;3;0.0
2020/12/31 00:00:00.000000000;26.0;160;15;AT1;AT;PD;3;0.0
2020/12/31 00:00:00.000000000;26.0;190.0;2;0  ;  ;O ;8979;221.065419
2020/12/31 00:00:00.000000000;26.0;190.0;2;0  ;  ;PD;30678;685.155412
2020/12/31 00:00:00.000000000;26.0;190.0;2;AT1;  ;0 ;94;8.127305
2020/12/31 00:00:00.000000000;26.0;190.0;2;AT1;  ;O ;3824;102.420593
2020/12/31 00:00:00.000000000;26.0;190.0;2;AT1;  ;OD;24;1.550192
2020/12/31 00:00:00.000000000;26.0;190.0;2;AT1;  ;PD;1681259;87717.769008
2020/12/31 00:00:00.000000000;26.0;210;2;AT1;AT;PD;398;0.0
2020/12/31 00:00:00.000000000;26.0;255;1;AT1;  ;PD;193247;0.0
2020/12/31 00:00:00.000000000;26.0;255;2;AT1;  ;PD;702;0.0
2020/12/31 00:00:00.000000000;26.0;295;1;AT1;  ;PD;43342;0.0
2020/12/31 00:00:00.000000000;26.0;295;11;AT1;  ;PD;264989;0.0
2020/12/31 00:00:00.000000000;26.0;345;1;AT1;AT;O ;25;0.0
2020/12/31 00:00:00.000000000;26.0;345;1;AT1;AT;PD;1948;0.0
2020/12/31 00:00:00.000000000;26.0;345;1;SF ;AT;PD;7;0.0
2020/12/31 00:00:00.000000000;26.0;565;1;AT1;AT;O ;86;0.0
2020/12/31 00:00:00.000000000;26.0;565;1;AT1;AT;PD;147124;0.0
2020/12/31 00:00:00.000000000;26.0;565;2;AT1;AT;PD;1;0.0
2020/12/31 00:00:00.000000000;26.0;565;3;AT1;AT;PD;1;0.0
2020/12/31 00:00:00.000000000;26.0;565;4;AT1;AT;PD;2;0.0
2020/12/31 00:00:00.000000000;26.0;570;1;AT1;AT;PD;133;0.0
2020/12/31 00:00:00.000000000;26.0;570;1;SF ;AT;PD;3;0.0
2020/12/31 00:00:00.000000000;26.0;575;1;AT1;  ;PD;791;0.0
2020/12/31 00:00:00.000000000;26.0;575;2;AT1;  ;PD;282;0.0
2020/12/31 00:00:00.000000000;26.0;575;11;AT1;  ;PD;6;0.0
2020/12/31 00:00:00.000000000;26.0;575;12;AT1;  ;PD;159;0.0
2020/12/31 00:00:00.000000000;26.0;575;20;AT1;  ;PD;126;0.0
2020/12/31 00:00:00.000000000;26.0;   ;  ;   ;AT;  ;354175;0.0
2020/12/31 00:00:00.000000000;26.0;   ;  ;   ;DS;  ;904;0.0
2020/12/31 00:00:00.000000000;26.0;000;00;0  ;  ;0 ;1;0.0
2020/12/31 00:00:00.000000000;26.0;000;00;0  ;  ;CS;1;0.0
2020/12/31 00:00:00.000000000;26.0;000;00;0  ;  ;O ;579;0.0
2020/12/31 00:00:00.000000000;26.0;000;00;0  ;  ;OD;10;0.0
2020/12/31 00:00:00.000000000;26.0;000;00;0  ;  ;PD;203;0.0
2020/12/31 00:00:00.000000000;26.0;000;00;0  ;AT;O ;132;0.0
2020/12/31 00:00:00.000000000;26.0;000;00;0  ;AT;PD;842;0.0
2020/12/31 00:00:00.000000000;26.0;000;00;COM;AT;PD;631;0.0
2020/12/31 00:00:00.000000000;26.0;125;02;AT1;  ;O ;8;0.0
2020/12/31 00:00:00.000000000;26.0;125;02;AT1;  ;PD;901;0.0
2020/12/31 00:00:00.000000000;26.0;125;02;SF ;  ;O ;2;0.0
2020/12/31 00:00:00.000000000;26.0;125;02;SF ;  ;PD;396;0.0
2020/12/31 00:00:00.000000000;26.0;160;01;AT1;AT;O ;3;0.0
2020/12/31 00:00:00.000000000;26.0;160;01;AT1;AT;PD;459;0.0
2020/12/31 00:00:00.000000000;26.0;160;02;AT1;AT;PD;21;0.0
2020/12/31 00:00:00.000000000;26.0;160;03;SF ;AT;PD;2;0.0
2020/12/31 00:00:00.000000000;26.0;160;04;AT1;AT;PD;6;0.0
2020/12/31 00:00:00.000000000;26.0;190;01;0  ;  ;PD;45;2.2708850000000003
2020/12/31 00:00:00.000000000;26.0;190;01;AT1;  ;PD;7830;2207.45896
2020/12/31 00:00:00.000000000;26.0;190;02;0  ;  ;O ;12;0.18908
2020/12/31 00:00:00.000000000;26.0;190;02;0  ;  ;PD;409;9.147639
2020/12/31 00:00:00.000000000;26.0;190;02;AT1;  ;O ;164;4.557276
2020/12/31 00:00:00.000000000;26.0;190;02;AT1;  ;PD;340536;15338.834028
2020/12/31 00:00:00.000000000;26.0;210;01;AT1;AT;PD;182;0.0
2020/12/31 00:00:00.000000000;26.0;255;01;AT1;  ;PD;18023;0.0
2020/12/31 00:00:00.000000000;26.0;255;02;AT1;  ;PD;532;0.0
2020/12/31 00:00:00.000000000;26.0;340;01;AT1;  ;PD;305;0.0
2020/12/31 00:00:00.000000000;32.0;0.0;0;0  ;  ;CS;534828;0.0
2020/12/31 00:00:00.000000000;32.0;0.0;0;0  ;  ;O ;4127;0.0
2020/12/31 00:00:00.000000000;32.0;0.0;0;0  ;  ;PD;26284;0.0
2020/12/31 00:00:00.000000000;32.0;0.0;0;0  ;AT;O ;6;0.0
2020/12/31 00:00:00.000000000;32.0;0.0;0;0  ;AT;PD;394;0.0
2020/12/31 00:00:00.000000000;32.0;0.0;0;AT1;  ;PD;33;1.01038
2020/12/31 00:00:00.000000000;32.0;0.0;0;COM;  ;PD;15;0.0
2020/12/31 00:00:00.000000000;32.0;0.0;0;COM;AT;PD;1309;0.0
2020/12/31 00:00:00.000000000;32.0;0.0;1;0  ;AT;PD;1;0.0
2020/12/31 00:00:00.000000000;32.0;135;1;AT1;  ;PD;26;0.0
2020/12/31 00:00:00.000000000;32.0;135;2;AT1;  ;PD;335;0.0
2020/12/31 00:00:00.000000000;32.0;135;3;AT1;  ;PD;1;0.0
2020/12/31 00:00:00.000000000;32.0;160;1;AT1;AT;PD;9940;0.0
2020/12/31 00:00:00.000000000;32.0;160;1;RT ;AT;PD;24;0.0
2020/12/31 00:00:00.000000000;32.0;160;1;SF ;AT;PD;2;0.0
2020/12/31 00:00:00.000000000;32.0;160;2;AT1;AT;PD;86;0.0
2020/12/31 00:00:00.000000000;32.0;160;3;AT1;AT;PD;1830;0.0
2020/12/31 00:00:00.000000000;32.0;160;3;RT ;AT;PD;9;0.0
2020/12/31 00:00:00.000000000;32.0;160;3;SF ;AT;PD;3;0.0
2020/12/31 00:00:00.000000000;32.0;160;4;AT1;AT;PD;24;0.0
2020/12/31 00:00:00.000000000;32.0;160;4;SF ;AT;PD;3;0.0
2020/12/31 00:00:00.000000000;32.0;160;6;AT1;AT;PD;6;0.0
2020/12/31 00:00:00.000000000;32.0;160;12;AT1;AT;PD;35;0.0
2020/12/31 00:00:00.000000000;32.0;190.0;2;   ;  ;PD;3;0.264787
2020/12/31 00:00:00.000000000;32.0;190.0;2;0  ;  ;O ;2652;192.541479
2020/12/31 00:00:00.000000000;32.0;190.0;2;0  ;  ;PD;92209;1758.477233
2020/12/31 00:00:00.000000000;32.0;190.0;2;AT1;  ;O ;2077;70.198265
2020/12/31 00:00:00.000000000;32.0;190.0;2;AT1;  ;PD;1469615;95501.956024
2020/12/31 00:00:00.000000000;32.0;210;1;AT1;AT;PD;30;0.0
2020/12/31 00:00:00.000000000;32.0;210;2;AT1;AT;PD;242;0.0
2020/12/31 00:00:00.000000000;32.0;210;2;RT ;AT;PD;4;0.0
2020/12/31 00:00:00.000000000;32.0;210;2;SF ;AT;PD;22;0.0
2020/12/31 00:00:00.000000000;32.0;255;1;AT1;  ;PD;745289;0.0
2020/12/31 00:00:00.000000000;32.0;255;2;AT1;  ;PD;5257;0.0
2020/12/31 00:00:00.000000000;32.0;295;1;AT1;  ;PD;95006;0.0
2020/12/31 00:00:00.000000000;32.0;295;11;AT1;  ;PD;594022;0.0
2020/12/31 00:00:00.000000000;32.0;345;1;AT1;0 ;PD;5;0.0
2020/12/31 00:00:00.000000000;32.0;345;1;AT1;AT;O ;5;0.0
2020/12/31 00:00:00.000000000;32.0;345;1;AT1;AT;PD;1286;0.0
2020/12/31 00:00:00.000000000;32.0;345;1;RT ;AT;PD;4;0.0
2020/12/31 00:00:00.000000000;32.0;570;1;AT1;AT;O ;1;0.0
2020/12/31 00:00:00.000000000;32.0;570;1;AT1;AT;PD;532;0.0
2020/12/31 00:00:00.000000000;32.0;570;1;RT ;AT;PD;11;0.0
2020/12/31 00:00:00.000000000;32.0;575;1;AT1;  ;PD;2201;0.0
2020/12/31 00:00:00.000000000;32.0;575;2;AT1;  ;PD;1662;0.0
2020/12/31 00:00:00.000000000;32.0;575;11;AT1;  ;PD;42;0.0
2020/12/31 00:00:00.000000000;32.0;575;12;AT1;  ;PD;64;0.0
2020/12/31 00:00:00.000000000;32.0;575;20;AT1;  ;PD;32;0.0
2020/12/31 00:00:00.000000000;32.0;   ;  ;   ;AT;  ;809762;0.0
2020/12/31 00:00:00.000000000;32.0;   ;  ;   ;DS;  ;89841;0.0
2020/12/31 00:00:00.000000000;32.0;   ;  ;   ;;  ;4;0.0
2020/12/31 00:00:00.000000000;32.0;000;00;0  ;  ;CS;225570;0.0
2020/12/31 00:00:00.000000000;32.0;000;00;0  ;  ;O ;1326;0.0
2020/12/31 00:00:00.000000000;32.0;000;00;0  ;  ;PD;5932;0.0
2020/12/31 00:00:00.000000000;32.0;000;00;0  ;AT;O ;16;0.0
2020/12/31 00:00:00.000000000;32.0;000;00;0  ;AT;PD;8;0.0
2020/12/31 00:00:00.000000000;32.0;000;00;COM;AT;PD;36;0.0
2020/12/31 00:00:00.000000000;32.0;125;02;AT1;  ;PD;104;0.0
2020/12/31 00:00:00.000000000;32.0;125;02;SF ;  ;PD;8;0.0
2020/12/31 00:00:00.000000000;32.0;160;01;AT1;AT;PD;1799;0.0
2020/12/31 00:00:00.000000000;32.0;160;02;AT1;AT;PD;40;0.0
2020/12/31 00:00:00.000000000;32.0;160;03;AT1;AT;PD;12;0.0
2020/12/31 00:00:00.000000000;32.0;160;06;AT1;AT;PD;8;0.0
2020/12/31 00:00:00.000000000;32.0;190;01;0  ;  ;PD;62;4.936904
2020/12/31 00:00:00.000000000;32.0;190;01;AT1;  ;PD;10606;2820.82579
2020/12/31 00:00:00.000000000;32.0;190;02;0  ;  ;O ;331;25.436951
2020/12/31 00:00:00.000000000;32.0;190;02;0  ;  ;PD;3369;71.002242
2020/12/31 00:00:00.000000000;32.0;190;02;AT1;  ;O ;312;13.223071000000001
2020/12/31 00:00:00.000000000;32.0;190;02;AT1;  ;PD;222032;13062.206382
2020/12/31 00:00:00.000000000;32.0;210;01;AT1;AT;PD;527;0.0
2020/12/31 00:00:00.000000000;32.0;255;01;AT1;  ;PD;263113;0.0
2020/12/31 00:00:00.000000000;32.0;255;02;AT1;  ;PD;1462;0.0
2020/12/31 00:00:00.000000000;32.0;330;01;AT1;  ;PD;36;0.0
2020/12/31 00:00:00.000000000;369.0;0.0;0;0  ;  ;0 ;169;0.0
2020/12/31 00:00:00.000000000;369.0;0.0;0;0  ;  ;CS;1;0.0
2020/12/31 00:00:00.000000000;369.0;0.0;0;0  ;  ;O ;13901;1.18944
2020/12/31 00:00:00.000000000;369.0;0.0;0;0  ;  ;OD;34427;0.528336
2020/12/31 00:00:00.000000000;369.0;0.0;0;0  ;  ;PD;17822;4.355104
2020/12/31 00:00:00.000000000;369.0;0.0;0;0  ;AT;0 ;15;0.0
2020/12/31 00:00:00.000000000;369.0;0.0;0;0  ;AT;O ;11782;0.0
2020/12/31 00:00:00.000000000;369.0;0.0;0;0  ;AT;OD;1196;0.0
2020/12/31 00:00:00.000000000;369.0;0.0;0;0  ;AT;PD;209169;0.0
2020/12/31 00:00:00.000000000;369.0;0.0;0;AT1;  ;0 ;20;0.500636
2020/12/31 00:00:00.000000000;369.0;0.0;0;AT1;  ;OD;4;0.125376
2020/12/31 00:00:00.000000000;369.0;0.0;0;AT1;  ;PD;1853;96.361665
2020/12/31 00:00:00.000000000;369.0;0.0;0;COM;  ;PD;3825;0.0
2020/12/31 00:00:00.000000000;369.0;0.0;0;COM;AT;O ;11767;0.0
2020/12/31 00:00:00.000000000;369.0;0.0;0;COM;AT;OD;19762;0.0
2020/12/31 00:00:00.000000000;369.0;0.0;0;COM;AT;PD;545274;0.0
2020/12/31 00:00:00.000000000;369.0;135;1;AT1;  ;PD;173;0.0
2020/12/31 00:00:00.000000000;369.0;135;2;AT1;  ;PD;274;0.0
2020/12/31 00:00:00.000000000;369.0;160;1;AT1;AT;O ;2;0.0
2020/12/31 00:00:00.000000000;369.0;160;1;AT1;AT;OD;98;0.0
2020/12/31 00:00:00.000000000;369.0;160;1;AT1;AT;PD;59456;0.0
2020/12/31 00:00:00.000000000;369.0;160;1;SF ;AT;OD;3;0.0
2020/12/31 00:00:00.000000000;369.0;160;1;SF ;AT;PD;3778;0.0
2020/12/31 00:00:00.000000000;369.0;160;2;AT1;AT;PD;29;0.0
2020/12/31 00:00:00.000000000;369.0;160;2;SF ;AT;PD;7;0.0
2020/12/31 00:00:00.000000000;369.0;160;3;AT1;AT;O ;26;0.0
2020/12/31 00:00:00.000000000;369.0;160;3;AT1;AT;OD;10;0.0
2020/12/31 00:00:00.000000000;369.0;160;3;AT1;AT;PD;17808;0.0
2020/12/31 00:00:00.000000000;369.0;160;3;SF ;AT;OD;2;0.0
2020/12/31 00:00:00.000000000;369.0;160;3;SF ;AT;PD;900;0.0
2020/12/31 00:00:00.000000000;369.0;160;4;AT1;AT;O ;4;0.0
2020/12/31 00:00:00.000000000;369.0;160;4;AT1;AT;OD;108;0.0
2020/12/31 00:00:00.000000000;369.0;160;4;AT1;AT;PD;11488;0.0
2020/12/31 00:00:00.000000000;369.0;160;4;SF ;AT;PD;259;0.0
2020/12/31 00:00:00.000000000;369.0;160;6;AT1;AT;PD;103;0.0
2020/12/31 00:00:00.000000000;369.0;160;6;SF ;AT;PD;141;0.0
2020/12/31 00:00:00.000000000;369.0;160;10;AT1;AT;PD;4;0.0
2020/12/31 00:00:00.000000000;369.0;160;12;AT1;AT;PD;20;0.0
2020/12/31 00:00:00.000000000;369.0;190.0;2;0  ;  ;0 ;359;18.283942
2020/12/31 00:00:00.000000000;369.0;190.0;2;0  ;  ;O ;37456;1987.126545
2020/12/31 00:00:00.000000000;369.0;190.0;2;0  ;  ;OD;228370;15652.368687
2020/12/31 00:00:00.000000000;369.0;190.0;2;0  ;  ;PD;429842;13484.003327
2020/12/31 00:00:00.000000000;369.0;190.0;2;AT1;  ;0 ;192;9.519022
2020/12/31 00:00:00.000000000;369.0;190.0;2;AT1;  ;O ;36377;2626.285768
2020/12/31 00:00:00.000000000;369.0;190.0;2;AT1;  ;OD;67865;2899.231332
2020/12/31 00:00:00.000000000;369.0;190.0;2;AT1;  ;PD;4347875;284156.167575
2020/12/31 00:00:00.000000000;369.0;210;1;AT1;AT;PD;2;0.0
2020/12/31 00:00:00.000000000;369.0;210;2;AT1;AT;0 ;36;0.0
2020/12/31 00:00:00.000000000;369.0;210;2;AT1;AT;PD;953;0.0
2020/12/31 00:00:00.000000000;369.0;210;2;SF ;AT;PD;4;0.0
2020/12/31 00:00:00.000000000;369.0;255;1;AT1;  ;0 ;16;0.0
2020/12/31 00:00:00.000000000;369.0;255;1;AT1;  ;PD;488631;0.0
2020/12/31 00:00:00.000000000;369.0;255;2;AT1;  ;0 ;63;0.0
2020/12/31 00:00:00.000000000;369.0;255;2;AT1;  ;PD;3549;0.0
2020/12/31 00:00:00.000000000;369.0;295;1;AT1;  ;PD;114999;0.0
2020/12/31 00:00:00.000000000;369.0;295;11;AT1;  ;PD;606730;0.0
2020/12/31 00:00:00.000000000;369.0;345;1;AT1;AT;0 ;4;0.0
2020/12/31 00:00:00.000000000;369.0;345;1;AT1;AT;PD;1643;0.0
2020/12/31 00:00:00.000000000;369.0;345;1;SF ;AT;PD;10;0.0
2020/12/31 00:00:00.000000000;369.0;565;1;AT1;AT;0 ;10;0.0
2020/12/31 00:00:00.000000000;369.0;565;1;AT1;AT;O ;145;0.0
2020/12/31 00:00:00.000000000;369.0;565;1;AT1;AT;OD;102;0.0
2020/12/31 00:00:00.000000000;369.0;565;1;AT1;AT;PD;474837;0.0
2020/12/31 00:00:00.000000000;369.0;565;4;AT1;AT;PD;1;0.0
2020/12/31 00:00:00.000000000;369.0;570;1;AT1;AT;PD;359;0.0
2020/12/31 00:00:00.000000000;369.0;570;1;RT ;AT;PD;15;0.0
2020/12/31 00:00:00.000000000;369.0;570;1;SF ;AT;PD;30;0.0
2020/12/31 00:00:00.000000000;369.0;575;1;AT1;  ;PD;1591;0.0
2020/12/31 00:00:00.000000000;369.0;575;1;SF ;  ;PD;393;0.0
2020/12/31 00:00:00.000000000;369.0;575;2;AT1;  ;PD;887;0.0
2020/12/31 00:00:00.000000000;369.0;575;2;SF ;  ;PD;130;0.0
2020/12/31 00:00:00.000000000;369.0;575;11;AT1;  ;PD;21;0.0
2020/12/31 00:00:00.000000000;369.0;575;12;AT1;  ;PD;144;0.0
2020/12/31 00:00:00.000000000;369.0;575;12;SF ;  ;PD;15;0.0
2020/12/31 00:00:00.000000000;369.0;575;20;AT1;  ;PD;558;0.0
2020/12/31 00:00:00.000000000;369.0;   ;  ;   ;AT;  ;841682;0.0
2020/12/31 00:00:00.000000000;369.0;   ;  ;   ;DS;  ;14360;0.0
2020/12/31 00:00:00.000000000;369.0;   ;  ;   ;;  ;2433;0.0
2020/12/31 00:00:00.000000000;369.0;000;00;0  ;  ;0 ;94;0.0
2020/12/31 00:00:00.000000000;369.0;000;00;0  ;  ;O ;3787;0.0
2020/12/31 00:00:00.000000000;369.0;000;00;0  ;  ;OD;12215;0.0
2020/12/31 00:00:00.000000000;369.0;000;00;0  ;  ;PD;6827;0.0
2020/12/31 00:00:00.000000000;369.0;000;00;0  ;AT;O ;85;0.0
2020/12/31 00:00:00.000000000;369.0;000;00;0  ;AT;OD;22;0.0
2020/12/31 00:00:00.000000000;369.0;000;00;0  ;AT;PD;971;0.0
2020/12/31 00:00:00.000000000;369.0;000;00;COM;AT;O ;14;0.0
2020/12/31 00:00:00.000000000;369.0;000;00;COM;AT;OD;8;0.0
2020/12/31 00:00:00.000000000;369.0;000;00;COM;AT;PD;1475;0.0
2020/12/31 00:00:00.000000000;369.0;125;01;AT1;  ;PD;1;0.0
2020/12/31 00:00:00.000000000;369.0;125;02;AT1;  ;O ;17;0.0
2020/12/31 00:00:00.000000000;369.0;125;02;AT1;  ;PD;1373;0.0
2020/12/31 00:00:00.000000000;369.0;160;01;AT1;AT;PD;855;0.0
2020/12/31 00:00:00.000000000;369.0;160;01;SF ;AT;PD;157;0.0
2020/12/31 00:00:00.000000000;369.0;160;02;AT1;AT;PD;156;0.0
2020/12/31 00:00:00.000000000;369.0;160;02;SF ;AT;PD;18;0.0
2020/12/31 00:00:00.000000000;369.0;160;03;AT1;AT;PD;9;0.0
2020/12/31 00:00:00.000000000;369.0;160;04;AT1;AT;PD;79;0.0
2020/12/31 00:00:00.000000000;369.0;160;04;SF ;AT;PD;6;0.0
2020/12/31 00:00:00.000000000;369.0;190;01;0  ;  ;PD;195;13.035365
2020/12/31 00:00:00.000000000;369.0;190;01;AT1;  ;PD;21320;4845.32106
2020/12/31 00:00:00.000000000;369.0;190;02;0  ;  ;O ;1888;85.172673
2020/12/31 00:00:00.000000000;369.0;190;02;0  ;  ;OD;43186;2787.21179
2020/12/31 00:00:00.000000000;369.0;190;02;0  ;  ;PD;29891;2555.7271960000003
2020/12/31 00:00:00.000000000;369.0;190;02;AT1;  ;0 ;20;0.193004
2020/12/31 00:00:00.000000000;369.0;190;02;AT1;  ;O ;3933;271.026228
2020/12/31 00:00:00.000000000;369.0;190;02;AT1;  ;OD;12992;494.136397
2020/12/31 00:00:00.000000000;369.0;190;02;AT1;  ;PD;689960;46523.479746
2020/12/31 00:00:00.000000000;369.0;210;01;AT1;AT;OD;4;0.0
2020/12/31 00:00:00.000000000;369.0;210;01;AT1;AT;PD;366;0.0
2020/12/31 00:00:00.000000000;369.0;210;01;SF ;AT;PD;30;0.0
2020/12/31 00:00:00.000000000;369.0;255;01;AT1;  ;PD;95221;0.0
2020/12/31 00:00:00.000000000;369.0;255;02;AT1;  ;PD;387;0.0
2020/12/31 00:00:00.000000000;369.0;340;01;AT1;  ;PD;875;0.0
2020/12/31 00:00:00.000000000;369.0;340;01;SF ;  ;PD;37;0.0
2020/12/31 00:00:00.000000000;369.0;345;01;AT1;AT;PD;29;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;0;0  ;  ;0 ;107;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;0;0  ;  ;O ;34682;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;0;0  ;  ;PD;28778;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;0;0  ;AT;0 ;1599;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;0;0  ;AT;O ;36815;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;0;0  ;AT;PD;156079;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;0;AT1;AT;PD;314;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;0;COM;AT;0 ;5002;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;0;COM;AT;O ;199;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;0;COM;AT;PD;465180;0.0
2020/12/31 00:00:00.000000000;404.0;0.0;2;AT1;AT;PD;1;0.0
2020/12/31 00:00:00.000000000;404.0;135;1;AT1;  ;PD;184;0.0
2020/12/31 00:00:00.000000000;404.0;135;2;AT1;  ;PD;262;0.0
2020/12/31 00:00:00.000000000;404.0;160;1;AT1;AT;O ;78;0.0
2020/12/31 00:00:00.000000000;404.0;160;1;AT1;AT;PD;155713;0.0
2020/12/31 00:00:00.000000000;404.0;160;1;RT ;AT;PD;46;0.0
2020/12/31 00:00:00.000000000;404.0;160;2;AT1;AT;O ;4;0.0
2020/12/31 00:00:00.000000000;404.0;160;2;AT1;AT;PD;4913;0.0
2020/12/31 00:00:00.000000000;404.0;160;3;AT1;AT;0 ;231;0.0
2020/12/31 00:00:00.000000000;404.0;160;3;AT1;AT;O ;84;0.0
2020/12/31 00:00:00.000000000;404.0;160;3;AT1;AT;PD;80810;0.0
2020/12/31 00:00:00.000000000;404.0;160;3;RT ;AT;PD;6;0.0
2020/12/31 00:00:00.000000000;404.0;160;4;AT1;AT;O ;3;0.0
2020/12/31 00:00:00.000000000;404.0;160;4;AT1;AT;PD;15092;0.0
2020/12/31 00:00:00.000000000;404.0;160;6;AT1;AT;PD;124;0.0
2020/12/31 00:00:00.000000000;404.0;160;10;AT1;AT;PD;5209;0.0
2020/12/31 00:00:00.000000000;404.0;160;10;RT ;AT;PD;25;0.0
2020/12/31 00:00:00.000000000;404.0;160;12;AT1;AT;0 ;18;0.0
2020/12/31 00:00:00.000000000;404.0;160;12;AT1;AT;PD;7110;0.0
2020/12/31 00:00:00.000000000;404.0;160;12;RT ;AT;PD;17;0.0
2020/12/31 00:00:00.000000000;404.0;190.0;1;0  ;  ;O ;2369;72.62631999999999
2020/12/31 00:00:00.000000000;404.0;190.0;1;0  ;  ;PD;79;2.4123200000000002
2020/12/31 00:00:00.000000000;404.0;190.0;1;AT1;  ;O ;300;6.7352669999999994
2020/12/31 00:00:00.000000000;404.0;190.0;1;AT1;  ;PD;17;0.269293
2020/12/31 00:00:00.000000000;404.0;190.0;1;SF ;  ;O ;11;0.143044
2020/12/31 00:00:00.000000000;404.0;190.0;2;0  ;  ;0 ;1;0.085496
2020/12/31 00:00:00.000000000;404.0;190.0;2;0  ;  ;O ;26907;1144.19272
2020/12/31 00:00:00.000000000;404.0;190.0;2;0  ;  ;PD;148057;3584.275505
2020/12/31 00:00:00.000000000;404.0;190.0;2;AT1;  ;0 ;4;0.136971
2020/12/31 00:00:00.000000000;404.0;190.0;2;AT1;  ;O ;11000;451.237261
2020/12/31 00:00:00.000000000;404.0;190.0;2;AT1;  ;PD;1792705;91326.511675
2020/12/31 00:00:00.000000000;404.0;190.0;2;SF ;  ;0 ;2;0.018334000000000003
2020/12/31 00:00:00.000000000;404.0;190.0;2;SF ;  ;O ;1010;34.585934
2020/12/31 00:00:00.000000000;404.0;190.0;2;SF ;  ;PD;97640;3751.747456
2020/12/31 00:00:00.000000000;404.0;210;1;AT1;AT;PD;1;0.0
2020/12/31 00:00:00.000000000;404.0;210;2;AT1;AT;PD;436;0.0
2020/12/31 00:00:00.000000000;404.0;210;2;RT ;AT;PD;3;0.0
2020/12/31 00:00:00.000000000;404.0;210;2;SF ;AT;PD;9;0.0
2020/12/31 00:00:00.000000000;404.0;255;1;0  ;  ;O ;5057;0.0
2020/12/31 00:00:00.000000000;404.0;255;1;0  ;  ;PD;1;0.0
2020/12/31 00:00:00.000000000;404.0;255;1;AT1;  ;PD;868240;0.0
2020/12/31 00:00:00.000000000;404.0;255;1;SF ;  ;0 ;1;0.0
2020/12/31 00:00:00.000000000;404.0;255;1;SF ;  ;PD;36796;0.0
2020/12/31 00:00:00.000000000;404.0;255;2;0  ;  ;O ;222;0.0
2020/12/31 00:00:00.000000000;404.0;255;2;AT1;  ;PD;7803;0.0
2020/12/31 00:00:00.000000000;404.0;255;2;SF ;  ;PD;11;0.0
2020/12/31 00:00:00.000000000;404.0;295;1;AT1;  ;PD;318050;0.0
