DATA_BASE;DIST;TUC;A1;SITCONT;SIT_ATIV;PROPRIEDADE;QTD;SOMA_REDE_KM
2022/12/31 00:00:00.000000000;405.0;0.0;0;0  ;AT;PD;22507;0.0
2022/12/31 00:00:00.000000000;405.0;0.0;0;0  ;DS;CS;75;0.0
2022/12/31 00:00:00.000000000;405.0;0.0;0;0  ;DS;PD;28;0.0
2022/12/31 00:00:00.000000000;405.0;0.0;0;AT1;  ;PD;344;67.66428
2022/12/31 00:00:00.000000000;405.0;0.0;0;COM;AT;CS;210;0.0
2022/12/31 00:00:00.000000000;405.0;0.0;0;COM;AT;PD;426313;0.0
2022/12/31 00:00:00.000000000;405.0;0.0;0;COM;DS;PD;200;0.0
2022/12/31 00:00:00.000000000;405.0;0.0;0;SF ;  ;PD;2;0.1911
2022/12/31 00:00:00.000000000;405.0;135;1;AT1;  ;PD;184;0.0
2022/12/31 00:00:00.000000000;405.0;135;2;AT1;  ;PD;281;0.0
2022/12/31 00:00:00.000000000;405.0;160;1;AT1;AT;CS;248;0.0
2022/12/31 00:00:00.000000000;405.0;160;1;AT1;AT;PD;120301;0.0
2022/12/31 00:00:00.000000000;405.0;160;1;AT1;DS;PD;30;0.0
2022/12/31 00:00:00.000000000;405.0;160;1;RT ;AT;CS;34;0.0
2022/12/31 00:00:00.000000000;405.0;160;1;RT ;AT;PD;240;0.0
2022/12/31 00:00:00.000000000;405.0;160;1;SF ;AT;PD;3352;0.0
2022/12/31 00:00:00.000000000;405.0;160;1;SF ;DS;PD;3;0.0
2022/12/31 00:00:00.000000000;405.0;160;2;AT1;AT;CS;1;0.0
2022/12/31 00:00:00.000000000;405.0;160;2;AT1;AT;PD;123;0.0
2022/12/31 00:00:00.000000000;405.0;160;3;AT1;AT;CS;168;0.0
2022/12/31 00:00:00.000000000;405.0;160;3;AT1;AT;PD;322568;0.0
2022/12/31 00:00:00.000000000;405.0;160;3;AT1;DS;PD;144;0.0
2022/12/31 00:00:00.000000000;405.0;160;3;RT ;AT;CS;12;0.0
2022/12/31 00:00:00.000000000;405.0;160;3;RT ;AT;PD;3;0.0
2022/12/31 00:00:00.000000000;405.0;160;3;SF ;AT;PD;219;0.0
2022/12/31 00:00:00.000000000;405.0;160;4;AT1;AT;CS;15;0.0
2022/12/31 00:00:00.000000000;405.0;160;4;AT1;AT;PD;11063;0.0
2022/12/31 00:00:00.000000000;405.0;160;4;AT1;DS;PD;5;0.0
2022/12/31 00:00:00.000000000;405.0;160;4;SF ;AT;PD;12;0.0
2022/12/31 00:00:00.000000000;405.0;160;6;AT1;AT;PD;158;0.0
2022/12/31 00:00:00.000000000;405.0;160;6;SF ;AT;PD;60;0.0
2022/12/31 00:00:00.000000000;405.0;160;10;AT1;AT;PD;15;0.0
2022/12/31 00:00:00.000000000;405.0;160;12;AT1;AT;PD;105;0.0
2022/12/31 00:00:00.000000000;405.0;160;12;RT ;AT;PD;12;0.0
2022/12/31 00:00:00.000000000;405.0;160;12;SF ;AT;PD;24;0.0
2022/12/31 00:00:00.000000000;405.0;160;15;AT1;AT;PD;102;0.0
2022/12/31 00:00:00.000000000;405.0;190.0;2;   ;  ;CS;615;32.35494
2022/12/31 00:00:00.000000000;405.0;190.0;2;   ;  ;PD;15573;848.3025269999999
2022/12/31 00:00:00.000000000;405.0;190.0;2;0  ;  ;CS;613914;35091.553021
2022/12/31 00:00:00.000000000;405.0;190.0;2;0  ;  ;PD;815523;15817.537042
2022/12/31 00:00:00.000000000;405.0;190.0;2;AT1;  ;CS;55666;3633.363379
2022/12/31 00:00:00.000000000;405.0;190.0;2;AT1;  ;PD;8393983;547354.257315
2022/12/31 00:00:00.000000000;405.0;190.0;2;SF ;  ;CS;5605;291.970523
2022/12/31 00:00:00.000000000;405.0;190.0;2;SF ;  ;PD;939956;34558.319778
2022/12/31 00:00:00.000000000;405.0;210;1;AT1;AT;CS;15;0.0
2022/12/31 00:00:00.000000000;405.0;210;1;AT1;AT;PD;180;0.0
2022/12/31 00:00:00.000000000;405.0;210;1;RT ;AT;PD;1;0.0
2022/12/31 00:00:00.000000000;405.0;210;2;AT1;AT;CS;9;0.0
2022/12/31 00:00:00.000000000;405.0;210;2;AT1;AT;PD;482;0.0
2022/12/31 00:00:00.000000000;405.0;210;2;RT ;AT;CS;1;0.0
2022/12/31 00:00:00.000000000;405.0;210;2;RT ;AT;PD;9;0.0
2022/12/31 00:00:00.000000000;405.0;210;2;SF ;AT;CS;10;0.0
2022/12/31 00:00:00.000000000;405.0;210;2;SF ;AT;PD;342;0.0
2022/12/31 00:00:00.000000000;405.0;255;1;AT1;  ;PD;1422642;0.0
2022/12/31 00:00:00.000000000;405.0;255;1;SF ;  ;PD;94315;0.0
2022/12/31 00:00:00.000000000;405.0;255;2;AT1;  ;PD;17552;0.0
2022/12/31 00:00:00.000000000;405.0;255;2;SF ;  ;PD;634;0.0
2022/12/31 00:00:00.000000000;405.0;295;1;AT1;  ;PD;325961;0.0
2022/12/31 00:00:00.000000000;405.0;295;11;AT1;  ;PD;1385202;0.0
2022/12/31 00:00:00.000000000;405.0;295;13;AT1;  ;PD;19;0.0
2022/12/31 00:00:00.000000000;405.0;345;1;AT1;AT;CS;29;0.0
2022/12/31 00:00:00.000000000;405.0;345;1;AT1;AT;PD;6857;0.0
2022/12/31 00:00:00.000000000;405.0;345;1;RT ;AT;CS;8;0.0
2022/12/31 00:00:00.000000000;405.0;345;1;RT ;AT;PD;114;0.0
2022/12/31 00:00:00.000000000;405.0;345;1;SF ;AT;PD;170;0.0
2022/12/31 00:00:00.000000000;405.0;545;1;AT1;AT;CS;7;0.0
2022/12/31 00:00:00.000000000;405.0;545;1;SF ;AT;CS;1;0.0
2022/12/31 00:00:00.000000000;405.0;565;1;AT1;AT;CS;64;0.0
2022/12/31 00:00:00.000000000;405.0;565;1;AT1;AT;PD;429080;0.0
2022/12/31 00:00:00.000000000;405.0;565;1;AT1;DS;PD;77;0.0
2022/12/31 00:00:00.000000000;405.0;565;1;SF ;AT;CS;2;0.0
2022/12/31 00:00:00.000000000;405.0;565;1;SF ;AT;PD;2843;0.0
2022/12/31 00:00:00.000000000;405.0;565;2;SF ;AT;PD;2;0.0
2022/12/31 00:00:00.000000000;405.0;565;5;AT1;AT;PD;5;0.0
2022/12/31 00:00:00.000000000;405.0;565;5;SF ;AT;PD;2;0.0
2022/12/31 00:00:00.000000000;405.0;570;1;AT1;AT;CS;2;0.0
2022/12/31 00:00:00.000000000;405.0;570;1;AT1;AT;PD;992;0.0
2022/12/31 00:00:00.000000000;405.0;570;1;RT ;AT;CS;8;0.0
2022/12/31 00:00:00.000000000;405.0;570;1;RT ;AT;PD;165;0.0
2022/12/31 00:00:00.000000000;405.0;570;2;AT1;AT;PD;5;0.0
2022/12/31 00:00:00.000000000;405.0;570;2;RT ;AT;CS;1;0.0
2022/12/31 00:00:00.000000000;405.0;570;2;RT ;AT;PD;2;0.0
2022/12/31 00:00:00.000000000;405.0;575;1;AT1;  ;PD;8660;0.0
2022/12/31 00:00:00.000000000;405.0;575;1;RT ;  ;PD;159;0.0
2022/12/31 00:00:00.000000000;405.0;575;2;AT1;  ;PD;5221;0.0
2022/12/31 00:00:00.000000000;405.0;575;11;AT1;  ;PD;590;0.0
2022/12/31 00:00:00.000000000;405.0;575;11;RT ;  ;PD;23;0.0
2022/12/31 00:00:00.000000000;405.0;575;12;AT1;  ;PD;1535;0.0
2022/12/31 00:00:00.000000000;405.0;575;12;RT ;  ;PD;89;0.0
2022/12/31 00:00:00.000000000;405.0;575;20;AT1;  ;PD;274;0.0
2022/12/31 00:00:00.000000000;405.0;   ;  ;   ;AT;  ;2081131;0.0
2022/12/31 00:00:00.000000000;405.0;   ;  ;   ;DS;  ;319714;0.0
2022/12/31 00:00:00.000000000;405.0;   ;  ;   ;;  ;1;0.0
2022/12/31 00:00:00.000000000;405.0;000;00;0  ;  ;CS;565093;0.0
2022/12/31 00:00:00.000000000;405.0;000;00;0  ;  ;PD;10384;0.0
2022/12/31 00:00:00.000000000;405.0;000;00;0  ;AT;CS;597;0.0
2022/12/31 00:00:00.000000000;405.0;000;00;0  ;AT;PD;134;0.0
2022/12/31 00:00:00.000000000;405.0;000;00;COM;AT;CS;9;0.0
2022/12/31 00:00:00.000000000;405.0;000;00;COM;AT;PD;824;0.0
2022/12/31 00:00:00.000000000;405.0;000;00;COM;DS;PD;6;0.0
2022/12/31 00:00:00.000000000;405.0;125;02;AT1;  ;PD;3036;0.0
2022/12/31 00:00:00.000000000;405.0;125;02;RT ;  ;PD;2;0.0
2022/12/31 00:00:00.000000000;405.0;160;01;AT1;AT;CS;34;0.0
2022/12/31 00:00:00.000000000;405.0;160;01;AT1;AT;PD;6299;0.0
2022/12/31 00:00:00.000000000;405.0;160;01;RT ;AT;CS;2;0.0
2022/12/31 00:00:00.000000000;405.0;160;01;RT ;AT;PD;29;0.0
2022/12/31 00:00:00.000000000;405.0;160;01;SF ;AT;PD;16;0.0
2022/12/31 00:00:00.000000000;405.0;160;02;AT1;AT;CS;16;0.0
2022/12/31 00:00:00.000000000;405.0;160;02;AT1;AT;PD;377;0.0
2022/12/31 00:00:00.000000000;405.0;160;02;SF ;AT;PD;4;0.0
2022/12/31 00:00:00.000000000;405.0;160;03;AT1;AT;PD;916;0.0
2022/12/31 00:00:00.000000000;405.0;160;04;AT1;AT;PD;57;0.0
2022/12/31 00:00:00.000000000;405.0;160;15;AT1;AT;PD;3;0.0
2022/12/31 00:00:00.000000000;405.0;165;02;AT1;  ;PD;4;0.0
2022/12/31 00:00:00.000000000;405.0;190;01;0  ;  ;CS;2229;844.549839
2022/12/31 00:00:00.000000000;405.0;190;01;0  ;  ;PD;479;32.812646
2022/12/31 00:00:00.000000000;405.0;190;01;AT1;  ;CS;63;11.706054
2022/12/31 00:00:00.000000000;405.0;190;01;AT1;  ;PD;69015;19927.960335
2022/12/31 00:00:00.000000000;405.0;190;01;SF ;  ;CS;12;0.84828
2022/12/31 00:00:00.000000000;405.0;190;01;SF ;  ;PD;3091;731.055734
2022/12/31 00:00:00.000000000;405.0;190;02;   ;  ;CS;48;5.01519
2022/12/31 00:00:00.000000000;405.0;190;02;   ;  ;PD;1725;196.333353
2022/12/31 00:00:00.000000000;405.0;190;02;0  ;  ;CS;55769;4263.568412
2022/12/31 00:00:00.000000000;405.0;190;02;0  ;  ;PD;111395;2051.014377
2022/12/31 00:00:00.000000000;405.0;190;02;AT1;  ;CS;6777;431.523285
2022/12/31 00:00:00.000000000;405.0;190;02;AT1;  ;PD;1442018;81746.13616
2022/12/31 00:00:00.000000000;405.0;190;02;SF ;  ;CS;516;30.423312
2022/12/31 00:00:00.000000000;405.0;190;02;SF ;  ;PD;181035;6251.906085
2022/12/31 00:00:00.000000000;405.0;210;01;AT1;AT;CS;17;0.0
2022/12/31 00:00:00.000000000;405.0;210;01;AT1;AT;PD;1331;0.0
2022/12/31 00:00:00.000000000;405.0;210;01;RT ;AT;CS;3;0.0
2022/12/31 00:00:00.000000000;405.0;210;01;RT ;AT;PD;40;0.0
2022/12/31 00:00:00.000000000;405.0;210;02;AT1;AT;PD;3;0.0
2022/12/31 00:00:00.000000000;405.0;255;01;AT1;  ;PD;484772;0.0
2022/12/31 00:00:00.000000000;405.0;255;01;SF ;  ;PD;31003;0.0
2022/12/31 00:00:00.000000000;405.0;255;02;AT1;  ;PD;4985;0.0
2022/12/31 00:00:00.000000000;405.0;255;02;SF ;  ;PD;198;0.0
2022/12/31 00:00:00.000000000;405.0;330;01;AT1;  ;PD;107;0.0
2022/12/31 00:00:00.000000000;405.0;330;01;RT ;  ;PD;11;0.0
2022/12/31 00:00:00.000000000;405.0;340;01;AT1;  ;PD;2779;0.0
2022/12/31 00:00:00.000000000;405.0;340;01;SF ;  ;PD;3;0.0
2022/12/31 00:00:00.000000000;405.0;345;01;AT1;AT;PD;8;0.0
2022/12/31 00:00:00.000000000;5216.0;0.0;0;0  ;  ;CO;1;0.0
2022/12/31 00:00:00.000000000;5216.0;0.0;0;0  ;  ;CS;1;0.0
2022/12/31 00:00:00.000000000;5216.0;0.0;0;0  ;  ;O ;37821;1352.178524
2022/12/31 00:00:00.000000000;5216.0;0.0;0;0  ;  ;PD;125210;173.452473
2022/12/31 00:00:00.000000000;5216.0;0.0;0;0  ;AT;O ;28205;0.0
2022/12/31 00:00:00.000000000;5216.0;0.0;0;0  ;AT;PD;183683;0.0
2022/12/31 00:00:00.000000000;5216.0;0.0;0;AT1;  ;O ;4764;144.515043
2022/12/31 00:00:00.000000000;5216.0;0.0;0;AT1;  ;PD;12715;934.7851440000001
2022/12/31 00:00:00.000000000;5216.0;0.0;0;COM;AT;O ;39;0.0
2022/12/31 00:00:00.000000000;5216.0;0.0;0;COM;AT;PD;382422;0.0
2022/12/31 00:00:00.000000000;5216.0;0.0;15;0  ;AT;PD;18;0.0
2022/12/31 00:00:00.000000000;5216.0;135;1;AT1;  ;PD;102;0.0
2022/12/31 00:00:00.000000000;5216.0;135;2;AT1;  ;PD;288;0.0
2022/12/31 00:00:00.000000000;5216.0;135;2;RT ;  ;PD;17;0.0
2022/12/31 00:00:00.000000000;5216.0;160;1;AT1;AT;O ;14;0.0
2022/12/31 00:00:00.000000000;5216.0;160;1;AT1;AT;PD;71223;0.0
2022/12/31 00:00:00.000000000;5216.0;160;1;RT ;AT;PD;547;0.0
2022/12/31 00:00:00.000000000;5216.0;160;1;SF ;AT;O ;1;0.0
2022/12/31 00:00:00.000000000;5216.0;160;1;SF ;AT;PD;29090;0.0
2022/12/31 00:00:00.000000000;5216.0;160;2;AT1;AT;PD;3;0.0
2022/12/31 00:00:00.000000000;5216.0;160;3;AT1;AT;PD;5337;0.0
2022/12/31 00:00:00.000000000;5216.0;160;3;RT ;AT;PD;6;0.0
2022/12/31 00:00:00.000000000;5216.0;160;3;SF ;AT;PD;453;0.0
2022/12/31 00:00:00.000000000;5216.0;160;4;AT1;AT;PD;2891;0.0
2022/12/31 00:00:00.000000000;5216.0;160;4;SF ;AT;PD;5082;0.0
2022/12/31 00:00:00.000000000;5216.0;160;6;AT1;AT;PD;7;0.0
2022/12/31 00:00:00.000000000;5216.0;160;10;AT1;AT;PD;6;0.0
2022/12/31 00:00:00.000000000;5216.0;160;12;AT1;AT;PD;1117;0.0
2022/12/31 00:00:00.000000000;5216.0;160;12;SF ;AT;PD;70;0.0
2022/12/31 00:00:00.000000000;5216.0;160;15;AT1;AT;PD;333;0.0
2022/12/31 00:00:00.000000000;5216.0;160;15;SF ;AT;PD;200;0.0
2022/12/31 00:00:00.000000000;5216.0;190.0;2;0  ;  ;PD;828978;23950.03302
2022/12/31 00:00:00.000000000;5216.0;190.0;2;AT1;  ;PD;2402336;79461.655407
2022/12/31 00:00:00.000000000;5216.0;210;1;AT1;AT;PD;61;0.0
2022/12/31 00:00:00.000000000;5216.0;210;2;AT1;AT;PD;526;0.0
2022/12/31 00:00:00.000000000;5216.0;210;2;RT ;AT;PD;18;0.0
2022/12/31 00:00:00.000000000;5216.0;255;1;AT1;  ;PD;419936;0.0
2022/12/31 00:00:00.000000000;5216.0;255;2;AT1;  ;PD;2707;0.0
2022/12/31 00:00:00.000000000;5216.0;295;1;AT1;  ;PD;396378;0.0
2022/12/31 00:00:00.000000000;5216.0;295;11;AT1;  ;PD;496922;0.0
2022/12/31 00:00:00.000000000;5216.0;295;13;AT1;  ;PD;1427;0.0
2022/12/31 00:00:00.000000000;5216.0;345;1;AT1;AT;PD;3509;0.0
2022/12/31 00:00:00.000000000;5216.0;345;1;RT ;AT;PD;21;0.0
2022/12/31 00:00:00.000000000;5216.0;545;1;AT1;AT;PD;2;0.0
2022/12/31 00:00:00.000000000;5216.0;565;1;AT1;AT;O ;95;0.0
2022/12/31 00:00:00.000000000;5216.0;565;1;AT1;AT;PD;151368;0.0
2022/12/31 00:00:00.000000000;5216.0;565;1;SF ;AT;PD;255;0.0
2022/12/31 00:00:00.000000000;5216.0;565;2;AT1;AT;PD;221;0.0
2022/12/31 00:00:00.000000000;5216.0;565;2;SF ;AT;PD;46;0.0
2022/12/31 00:00:00.000000000;5216.0;570;1;AT1;AT;PD;507;0.0
2022/12/31 00:00:00.000000000;5216.0;570;1;RT ;AT;PD;164;0.0
2022/12/31 00:00:00.000000000;5216.0;570;2;AT1;AT;PD;15;0.0
2022/12/31 00:00:00.000000000;5216.0;570;2;RT ;AT;PD;5;0.0
2022/12/31 00:00:00.000000000;5216.0;575;1;AT1;  ;PD;2813;0.0
2022/12/31 00:00:00.000000000;5216.0;575;1;RT ;  ;PD;20;0.0
2022/12/31 00:00:00.000000000;5216.0;575;2;AT1;  ;PD;2165;0.0
2022/12/31 00:00:00.000000000;5216.0;575;2;RT ;  ;PD;9;0.0
2022/12/31 00:00:00.000000000;5216.0;575;11;AT1;  ;PD;20;0.0
2022/12/31 00:00:00.000000000;5216.0;575;12;AT1;  ;PD;635;0.0
2022/12/31 00:00:00.000000000;5216.0;575;12;RT ;  ;PD;15;0.0
2022/12/31 00:00:00.000000000;5216.0;   ;  ;   ;AT;  ;1174932;0.0
2022/12/31 00:00:00.000000000;5216.0;   ;  ;   ;DS;  ;145943;0.0
2022/12/31 00:00:00.000000000;5216.0;000;00;0  ;  ;O ;6669;413.646123
2022/12/31 00:00:00.000000000;5216.0;000;00;0  ;  ;PD;27050;0.0
2022/12/31 00:00:00.000000000;5216.0;000;00;0  ;AT;O ;133;0.0
2022/12/31 00:00:00.000000000;5216.0;000;00;0  ;AT;PD;176;0.0
2022/12/31 00:00:00.000000000;5216.0;000;00;AT1;  ;O ;1324;146.082631
2022/12/31 00:00:00.000000000;5216.0;000;00;COM;AT;O ;3;0.0
2022/12/31 00:00:00.000000000;5216.0;000;00;COM;AT;PD;1096;0.0
2022/12/31 00:00:00.000000000;5216.0;125;01;AT1;  ;PD;4;0.0
2022/12/31 00:00:00.000000000;5216.0;125;02;AT1;  ;PD;3442;0.0
2022/12/31 00:00:00.000000000;5216.0;125;02;RT ;  ;PD;16;0.0
2022/12/31 00:00:00.000000000;5216.0;125;02;SF ;  ;PD;21;0.0
2022/12/31 00:00:00.000000000;5216.0;160;01;AT1;AT;PD;1973;0.0
2022/12/31 00:00:00.000000000;5216.0;160;01;RT ;AT;PD;19;0.0
2022/12/31 00:00:00.000000000;5216.0;160;01;SF ;AT;PD;96;0.0
2022/12/31 00:00:00.000000000;5216.0;160;03;AT1;AT;PD;54;0.0
2022/12/31 00:00:00.000000000;5216.0;160;04;SF ;AT;PD;32;0.0
2022/12/31 00:00:00.000000000;5216.0;160;12;AT1;AT;PD;18;0.0
2022/12/31 00:00:00.000000000;5216.0;160;15;SF ;AT;PD;6;0.0
2022/12/31 00:00:00.000000000;5216.0;190;01;0  ;  ;PD;174;8.924685
2022/12/31 00:00:00.000000000;5216.0;190;01;AT1;  ;PD;10037;1744.136367
2022/12/31 00:00:00.000000000;5216.0;190;02;0  ;  ;PD;72014;3590.554216
2022/12/31 00:00:00.000000000;5216.0;190;02;AT1;  ;PD;381483;10617.599879
2022/12/31 00:00:00.000000000;5216.0;210;01;AT1;AT;O ;1;0.0
2022/12/31 00:00:00.000000000;5216.0;210;01;AT1;AT;PD;461;0.0
2022/12/31 00:00:00.000000000;5216.0;210;01;RT ;AT;PD;3;0.0
2022/12/31 00:00:00.000000000;5216.0;255;01;AT1;  ;PD;123354;0.0
2022/12/31 00:00:00.000000000;5216.0;255;02;AT1;  ;PD;590;0.0
2022/12/31 00:00:00.000000000;5216.0;340;01;AT1;  ;PD;1307;0.0
2022/12/31 00:00:00.000000000;5216.0;340;01;RT ;  ;PD;22;0.0
2022/12/31 00:00:00.000000000;5216.0;340;01;SF ;  ;PD;75;0.0
2022/12/31 00:00:00.000000000;5216.0;345;01;AT1;AT;PD;3;0.0
2022/12/31 00:00:00.000000000;6585.0;0.0;0;0  ;  ;0 ;40;0.0
2022/12/31 00:00:00.000000000;6585.0;0.0;0;0  ;  ;CS;1;0.0
2022/12/31 00:00:00.000000000;6585.0;0.0;0;0  ;  ;O ;6553;111.098615
2022/12/31 00:00:00.000000000;6585.0;0.0;0;0  ;  ;PD;2977;0.0
2022/12/31 00:00:00.000000000;6585.0;0.0;0;0  ;AT;O ;11055;0.0
2022/12/31 00:00:00.000000000;6585.0;0.0;0;0  ;AT;PD;137903;0.0
2022/12/31 00:00:00.000000000;6585.0;0.0;0;AT1;  ;O ;2266;111.47720100000001
2022/12/31 00:00:00.000000000;6585.0;0.0;0;AT1;  ;PD;3;0.085178
2022/12/31 00:00:00.000000000;6585.0;0.0;0;COM;AT;O ;4742;0.0
2022/12/31 00:00:00.000000000;6585.0;0.0;0;COM;AT;PD;401040;0.0
2022/12/31 00:00:00.000000000;6585.0;0.0;0;SF ;  ;O ;24;0.468324
2022/12/31 00:00:00.000000000;6585.0;0.0;2;AT1;  ;PD;13;0.29634499999999997
2022/12/31 00:00:00.000000000;6585.0;0.0;2;AT1;AT;PD;66;0.0
2022/12/31 00:00:00.000000000;6585.0;135;1;AT1;  ;PD;7;0.0
2022/12/31 00:00:00.000000000;6585.0;135;2;AT1;  ;PD;129;0.0
2022/12/31 00:00:00.000000000;6585.0;160;0;AT1;AT;PD;65;0.0
2022/12/31 00:00:00.000000000;6585.0;160;1;AT1;AT;O ;3;0.0
2022/12/31 00:00:00.000000000;6585.0;160;1;AT1;AT;PD;78665;0.0
2022/12/31 00:00:00.000000000;6585.0;160;1;RT ;AT;PD;567;0.0
2022/12/31 00:00:00.000000000;6585.0;160;2;AT1;AT;PD;397;0.0
2022/12/31 00:00:00.000000000;6585.0;160;3;AT1;AT;PD;1682;0.0
2022/12/31 00:00:00.000000000;6585.0;160;4;AT1;AT;PD;5547;0.0
2022/12/31 00:00:00.000000000;6585.0;160;6;AT1;AT;PD;8;0.0
2022/12/31 00:00:00.000000000;6585.0;160;10;AT1;AT;PD;20;0.0
2022/12/31 00:00:00.000000000;6585.0;160;12;AT1;AT;PD;2019;0.0
2022/12/31 00:00:00.000000000;6585.0;160;12;RT ;AT;PD;169;0.0
2022/12/31 00:00:00.000000000;6585.0;190.0;2;0  ;  ;PD;52594;2494.024065
2022/12/31 00:00:00.000000000;6585.0;190.0;2;AT1;  ;PD;3760300;155649.844653
2022/12/31 00:00:00.000000000;6585.0;190.0;2;SF ;  ;PD;11693;307.555602
2022/12/31 00:00:00.000000000;6585.0;210;1;AT1;AT;PD;1;0.0
2022/12/31 00:00:00.000000000;6585.0;210;2;AT1;AT;PD;287;0.0
2022/12/31 00:00:00.000000000;6585.0;210;2;RT ;AT;PD;25;0.0
2022/12/31 00:00:00.000000000;6585.0;255;1;AT1;  ;PD;241190;0.0
2022/12/31 00:00:00.000000000;6585.0;255;1;SF ;  ;PD;972;0.0
2022/12/31 00:00:00.000000000;6585.0;255;2;AT1;  ;PD;2590;0.0
2022/12/31 00:00:00.000000000;6585.0;295;1;AT1;  ;PD;237188;0.0
2022/12/31 00:00:00.000000000;6585.0;295;11;AT1;  ;PD;407587;0.0
2022/12/31 00:00:00.000000000;6585.0;295;13;AT1;  ;PD;477;0.0
2022/12/31 00:00:00.000000000;6585.0;345;1;AT1;AT;PD;3328;0.0
2022/12/31 00:00:00.000000000;6585.0;345;1;RT ;AT;PD;42;0.0
2022/12/31 00:00:00.000000000;6585.0;545;1;AT1;AT;PD;1;0.0
2022/12/31 00:00:00.000000000;6585.0;545;1;RT ;AT;PD;1;0.0
2022/12/31 00:00:00.000000000;6585.0;545;1;SF ;AT;PD;2;0.0
2022/12/31 00:00:00.000000000;6585.0;565;1;AT1;AT;O ;34;0.0
2022/12/31 00:00:00.000000000;6585.0;565;1;AT1;AT;PD;278039;0.0
2022/12/31 00:00:00.000000000;6585.0;570;1;AT1;AT;O ;1;0.0
2022/12/31 00:00:00.000000000;6585.0;570;1;AT1;AT;PD;229;0.0
2022/12/31 00:00:00.000000000;6585.0;570;1;RT ;AT;PD;67;0.0
2022/12/31 00:00:00.000000000;6585.0;570;2;AT1;AT;PD;38;0.0
2022/12/31 00:00:00.000000000;6585.0;570;2;RT ;AT;PD;5;0.0
2022/12/31 00:00:00.000000000;6585.0;575;1;AT1;  ;PD;1438;0.0
2022/12/31 00:00:00.000000000;6585.0;575;1;RT ;  ;PD;57;0.0
2022/12/31 00:00:00.000000000;6585.0;575;2;AT1;  ;PD;929;0.0
2022/12/31 00:00:00.000000000;6585.0;575;2;RT ;  ;PD;60;0.0
2022/12/31 00:00:00.000000000;6585.0;575;12;AT1;  ;PD;332;0.0
2022/12/31 00:00:00.000000000;6585.0;575;12;RT ;  ;PD;1;0.0
2022/12/31 00:00:00.000000000;6585.0;575;20;AT1;  ;PD;36;0.0
2022/12/31 00:00:00.000000000;6585.0;   ;  ;   ;AT;  ;724677;0.0
2022/12/31 00:00:00.000000000;6585.0;   ;  ;   ;DS;  ;134715;0.0
2022/12/31 00:00:00.000000000;6585.0;   ;  ;   ;;  ;436;0.0
2022/12/31 00:00:00.000000000;6585.0;000;00;0  ;  ;0 ;17;0.0
2022/12/31 00:00:00.000000000;6585.0;000;00;0  ;  ;O ;1595;28.819174000000004
2022/12/31 00:00:00.000000000;6585.0;000;00;0  ;  ;PD;496;0.0
2022/12/31 00:00:00.000000000;6585.0;000;00;0  ;AT;O ;198;0.0
2022/12/31 00:00:00.000000000;6585.0;000;00;0  ;AT;PD;721;0.0
2022/12/31 00:00:00.000000000;6585.0;000;00;AT1;  ;O ;448;136.139512
2022/12/31 00:00:00.000000000;6585.0;000;00;COM;AT;PD;665;0.0
2022/12/31 00:00:00.000000000;6585.0;000;02;AT1;AT;PD;2;0.0
2022/12/31 00:00:00.000000000;6585.0;125;02;AT1;  ;PD;1199;0.0
2022/12/31 00:00:00.000000000;6585.0;125;02;RT ;  ;PD;83;0.0
2022/12/31 00:00:00.000000000;6585.0;125;02;SF ;  ;PD;136;0.0
2022/12/31 00:00:00.000000000;6585.0;160;00;AT1;AT;PD;2;0.0
2022/12/31 00:00:00.000000000;6585.0;160;01;AT1;AT;O ;3;0.0
2022/12/31 00:00:00.000000000;6585.0;160;01;AT1;AT;PD;2264;0.0
2022/12/31 00:00:00.000000000;6585.0;160;01;RT ;AT;PD;15;0.0
2022/12/31 00:00:00.000000000;6585.0;160;02;AT1;AT;PD;19;0.0
2022/12/31 00:00:00.000000000;6585.0;160;03;AT1;AT;PD;39;0.0
2022/12/31 00:00:00.000000000;6585.0;160;04;AT1;AT;PD;8;0.0
2022/12/31 00:00:00.000000000;6585.0;160;12;AT1;AT;PD;12;0.0
2022/12/31 00:00:00.000000000;6585.0;190;01;0  ;  ;PD;463;64.357796
2022/12/31 00:00:00.000000000;6585.0;190;01;AT1;  ;PD;15410;5853.046595
2022/12/31 00:00:00.000000000;6585.0;190;02;0  ;  ;PD;7768;485.73613
2022/12/31 00:00:00.000000000;6585.0;190;02;AT1;  ;PD;668160;21897.843965
2022/12/31 00:00:00.000000000;6585.0;190;02;SF ;  ;PD;1032;19.817684
2022/12/31 00:00:00.000000000;6585.0;210;01;AT1;AT;O ;1;0.0
2022/12/31 00:00:00.000000000;6585.0;210;01;AT1;AT;PD;709;0.0
2022/12/31 00:00:00.000000000;6585.0;210;01;RT ;AT;PD;55;0.0
2022/12/31 00:00:00.000000000;6585.0;210;02;AT1;AT;PD;5;0.0
2022/12/31 00:00:00.000000000;6585.0;210;02;RT ;AT;PD;1;0.0
2022/12/31 00:00:00.000000000;6585.0;255;01;AT1;  ;PD;68650;0.0
2022/12/31 00:00:00.000000000;6585.0;255;01;SF ;  ;PD;187;0.0
2022/12/31 00:00:00.000000000;6585.0;255;02;AT1;  ;PD;962;0.0
2022/12/31 00:00:00.000000000;6585.0;340;01;AT1;  ;PD;1579;0.0
